circuit_id,sample_id,fault_type,faulted_components,component_values,node_voltages,branch_currents,success
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_1,normal,,"{""R1"": 1012.568655, ""R2"": 2005.084407, ""R3"": 3039.273667, ""R4"": 1506.154417}","{""a"": 7.283012, ""b"": 4.041409, ""in"": 10.0}","{""R1"": 0.002683263, ""R2"": 0.001616692, ""R3"": 0.001066572, ""R4"": 0.002683263}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_2,normal,,"{""R1"": 983.62875, ""R2"": 1988.585341, ""R3"": 2976.381172, ""R4"": 1521.784562}","{""a"": 7.339763, ""b"": 4.115686, ""in"": 10.0}","{""R1"": 0.002704513, ""R2"": 0.001621292, ""R3"": 0.001083221, ""R4"": 0.002704513}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_3,normal,,"{""R1"": 1002.216848, ""R2"": 2032.329976, ""R3"": 3004.273609, ""R4"": 1521.806016}","{""a"": 7.31761, ""b"": 4.073048, ""in"": 10.0}","{""R1"": 0.002676457, ""R2"": 0.001596474, ""R3"": 0.001079982, ""R4"": 0.002676457}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_4,normal,,"{""R1"": 989.402227, ""R2"": 1966.993647, ""R3"": 2997.177273, ""R4"": 1518.405121}","{""a"": 7.322614, ""b"": 4.108902, ""in"": 10.0}","{""R1"": 0.002706065, ""R2"": 0.001633819, ""R3"": 0.001072246, ""R4"": 0.002706065}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_5,normal,,"{""R1"": 982.059388, ""R2"": 1985.261174, ""R3"": 3030.471026, ""R4"": 1494.605911}","{""a"": 7.328563, ""b"": 4.065686, ""in"": 10.0}","{""R1"": 0.00272024, ""R2"": 0.00164355, ""R3"": 0.00107669, ""R4"": 0.00272024}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_6,normal,,"{""R1"": 1014.000412, ""R2"": 2029.588019, ""R3"": 3032.364309, ""R4"": 1491.305104}","{""a"": 7.275021, ""b"": 4.007666, ""in"": 10.0}","{""R1"": 0.002687355, ""R2"": 0.001609861, ""R3"": 0.001077494, ""R4"": 0.002687355}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_7,normal,,"{""R1"": 991.92968, ""R2"": 1996.185593, ""R3"": 3032.278038, ""R4"": 1500.402604}","{""a"": 7.316264, ""b"": 4.059446, ""in"": 10.0}","{""R1"": 0.002705571, ""R2"": 0.001631521, ""R3"": 0.00107405, ""R4"": 0.002705571}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_8,normal,,"{""R1"": 992.186588, ""R2"": 2019.405373, ""R3"": 3019.77011, ""R4"": 1490.966275}","{""a"": 7.313549, ""b"": 4.03695, ""in"": 10.0}","{""R1"": 0.002707606, ""R2"": 0.001622557, ""R3"": 0.001085049, ""R4"": 0.002707606}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_9,normal,,"{""R1"": 1013.415993, ""R2"": 1971.625396, ""R3"": 3048.844919, ""R4"": 1513.775175}","{""a"": 7.279073, ""b"": 4.064344, ""in"": 10.0}","{""R1"": 0.002684906, ""R2"": 0.001630497, ""R3"": 0.001054409, ""R4"": 0.002684906}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_10,normal,,"{""R1"": 1015.042513, ""R2"": 1972.957862, ""R3"": 2969.109755, ""R4"": 1499.258813}","{""a"": 7.256361, ""b"": 4.052466, ""in"": 10.0}","{""R1"": 0.00270298, ""R2"": 0.001623904, ""R3"": 0.001079076, ""R4"": 0.00270298}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_11,normal,,"{""R1"": 984.535854, ""R2"": 2023.363923, ""R3"": 2988.325416, ""R4"": 1520.017477}","{""a"": 7.346999, ""b"": 4.095949, ""in"": 10.0}","{""R1"": 0.002694672, ""R2"": 0.001606755, ""R3"": 0.001087917, ""R4"": 0.002694672}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_12,normal,,"{""R1"": 1004.702875, ""R2"": 1996.851017, ""R3"": 3015.433364, ""R4"": 1484.13378}","{""a"": 7.277346, ""b"": 4.021869, ""in"": 10.0}","{""R1"": 0.00270991, ""R2"": 0.001630305, ""R3"": 0.001079605, ""R4"": 0.00270991}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_13,normal,,"{""R1"": 989.730053, ""R2"": 2008.741668, ""R3"": 2973.002609, ""R4"": 1478.24413}","{""a"": 7.300798, ""b"": 4.031483, ""in"": 10.0}","{""R1"": 0.002727211, ""R2"": 0.001627543, ""R3"": 0.001099667, ""R4"": 0.002727211}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_14,normal,,"{""R1"": 997.396244, ""R2"": 2004.31471, ""R3"": 3036.819661, ""R4"": 1493.339238}","{""a"": 7.302986, ""b"": 4.03807, ""in"": 10.0}","{""R1"": 0.002704054, ""R2"": 0.001628944, ""R3"": 0.00107511, ""R4"": 0.002704054}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_15,normal,,"{""R1"": 995.695291, ""R2"": 2023.583367, ""R3"": 2961.473975, ""R4"": 1494.456449}","{""a"": 7.303321, ""b"": 4.047492, ""in"": 10.0}","{""R1"": 0.002708337, ""R2"": 0.001608942, ""R3"": 0.001099395, ""R4"": 0.002708337}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_16,normal,,"{""R1"": 980.059216, ""R2"": 2003.63093, ""R3"": 3001.362945, ""R4"": 1522.647026}","{""a"": 7.354217, ""b"": 4.110562, ""in"": 10.0}","{""R1"": 0.002699616, ""R2"": 0.001618888, ""R3"": 0.001080727, ""R4"": 0.002699616}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_17,normal,,"{""R1"": 981.517252, ""R2"": 1981.113813, ""R3"": 3043.468953, ""R4"": 1474.804911}","{""a"": 7.315555, ""b"": 4.033584, ""in"": 10.0}","{""R1"": 0.002734995, ""R2"": 0.001656629, ""R3"": 0.001078365, ""R4"": 0.002734995}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_18,normal,,"{""R1"": 1018.730576, ""R2"": 1985.546908, ""R3"": 3044.071342, ""R4"": 1523.788796}","{""a"": 7.279199, ""b"": 4.069699, ""in"": 10.0}","{""R1"": 0.002670776, ""R2"": 0.001616431, ""R3"": 0.001054345, ""R4"": 0.002670776}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_19,normal,,"{""R1"": 1016.61502, ""R2"": 1995.943336, ""R3"": 2960.888396, ""R4"": 1495.215952}","{""a"": 7.255416, ""b"": 4.036676, ""in"": 10.0}","{""R1"": 0.002699728, ""R2"": 0.001612641, ""R3"": 0.001087086, ""R4"": 0.002699728}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_20,normal,,"{""R1"": 1006.200671, ""R2"": 2037.149967, ""R3"": 2942.724824, ""R4"": 1513.797955}","{""a"": 7.297918, ""b"": 4.065199, ""in"": 10.0}","{""R1"": 0.00268543, ""R2"": 0.001586884, ""R3"": 0.001098546, ""R4"": 0.00268543}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_1,drift,R1,"{""R1"": 1671.92122, ""R2"": 1965.196832, ""R3"": 2989.238339, ""R4"": 1509.934063}","{""a"": 6.171946, ""b"": 3.457166, ""in"": 10.0}","{""R1"": 0.002289614, ""R2"": 0.001381429, ""R3"": 0.0009081846, ""R4"": 0.002289614}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_2,drift,R1,"{""R1"": 579.36552, ""R2"": 1979.665703, ""R3"": 2943.64064, ""R4"": 1482.29865}","{""a"": 8.214758, ""b"": 4.567518, ""in"": 10.0}","{""R1"": 0.003081375, ""R2"": 0.001842351, ""R3"": 0.001239023, ""R4"": 0.003081375}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_3,drift,R3,"{""R1"": 1010.026497, ""R2"": 2006.402171, ""R3"": 4541.420883, ""R4"": 1475.442399}","{""a"": 7.394867, ""b"": 3.805567, ""in"": 10.0}","{""R1"": 0.002579272, ""R2"": 0.001788924, ""R3"": 0.0007903476, ""R4"": 0.002579272}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_4,drift,R3,"{""R1"": 993.171133, ""R2"": 2026.994385, ""R3"": 1249.809966, ""R4"": 1476.424092}","{""a"": 6.937222, ""b"": 4.553051, ""in"": 10.0}","{""R1"": 0.003083837, ""R2"": 0.00117621, ""R3"": 0.001907627, ""R4"": 0.003083837}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_5,drift,R4,"{""R1"": 986.113975, ""R2"": 1986.54331, ""R3"": 2943.189111, ""R4"": 988.457544}","{""a"": 6.879972, ""b"": 3.127442, ""in"": 10.0}","{""R1"": 0.003163962, ""R2"": 0.001888975, ""R3"": 0.001274988, ""R4"": 0.003163962}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_6,drift,R4,"{""R1"": 995.096248, ""R2"": 1962.558747, ""R3"": 2968.47466, ""R4"": 2408.24934}","{""a"": 7.829577, ""b"": 5.252678, ""in"": 10.0}","{""R1"": 0.002181119, ""R2"": 0.00131303, ""R3"": 0.0008680886, ""R4"": 0.002181119}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_7,drift,R3,"{""R1"": 1008.420652, ""R2"": 2030.441812, ""R3"": 2017.202678, ""R4"": 1519.550473}","{""a"": 7.151251, ""b"": 4.292671, ""in"": 10.0}","{""R1"": 0.002824961, ""R2"": 0.001407861, ""R3"": 0.001417101, ""R4"": 0.002824961}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_8,drift,R1,"{""R1"": 677.407426, ""R2"": 2035.553845, ""R3"": 2947.304308, ""R4"": 1477.474202}","{""a"": 7.983239, ""b"": 4.398699, ""in"": 10.0}","{""R1"": 0.002977175, ""R2"": 0.001760965, ""R3"": 0.00121621, ""R4"": 0.002977175}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_9,drift,R1,"{""R1"": 1340.673836, ""R2"": 2009.649754, ""R3"": 2971.592711, ""R4"": 1484.275013}","{""a"": 6.668155, ""b"": 3.688723, ""in"": 10.0}","{""R1"": 0.002485202, ""R2"": 0.001482563, ""R3"": 0.001002638, ""R4"": 0.002485202}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_10,drift,R4,"{""R1"": 1017.482242, ""R2"": 1967.142886, ""R3"": 2947.528217, ""R4"": 2542.204565}","{""a"": 7.85317, ""b"": 5.363909, ""in"": 10.0}","{""R1"": 0.002109944, ""R2"": 0.001265419, ""R3"": 0.0008445247, ""R4"": 0.002109944}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_11,drift,R3,"{""R1"": 1003.728443, ""R2"": 1972.092573, ""R3"": 1865.99321, ""R4"": 1488.60952}","{""a"": 7.091592, ""b"": 4.313402, ""in"": 10.0}","{""R1"": 0.002897605, ""R2"": 0.001408752, ""R3"": 0.001488853, ""R4"": 0.002897605}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_12,drift,R1,"{""R1"": 1426.756207, ""R2"": 1978.967996, ""R3"": 3021.102968, ""R4"": 1478.424788}","{""a"": 6.520868, ""b"": 3.605125, ""in"": 10.0}","{""R1"": 0.002438491, ""R2"": 0.001473365, ""R3"": 0.0009651253, ""R4"": 0.002438491}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_13,drift,R1,"{""R1"": 1349.670659, ""R2"": 2036.015393, ""R3"": 2968.714858, ""R4"": 1503.391601}","{""a"": 6.676334, ""b"": 3.702215, ""in"": 10.0}","{""R1"": 0.002462575, ""R2"": 0.001460755, ""R3"": 0.00100182, ""R4"": 0.002462575}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_14,drift,R1,"{""R1"": 411.457207, ""R2"": 2009.768982, ""R3"": 2945.62781, ""R4"": 1527.319105}","{""a"": 8.686883, ""b"": 4.874257, ""in"": 10.0}","{""R1"": 0.003191381, ""R2"": 0.001897047, ""R3"": 0.001294334, ""R4"": 0.003191381}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_15,drift,R4,"{""R1"": 993.007465, ""R2"": 1962.330522, ""R3"": 2990.133949, ""R4"": 2422.700609}","{""a"": 7.841522, ""b"": 5.26617, ""in"": 10.0}","{""R1"": 0.002173678, ""R2"": 0.001312395, ""R3"": 0.0008612831, ""R4"": 0.002173678}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_16,drift,R4,"{""R1"": 1011.936948, ""R2"": 1969.661453, ""R3"": 2959.114976, ""R4"": 2153.228588}","{""a"": 7.672478, ""b"": 4.952568, ""in"": 10.0}","{""R1"": 0.002300066, ""R2"": 0.001380902, ""R3"": 0.0009191635, ""R4"": 0.002300066}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_17,drift,R1,"{""R1"": 1345.843745, ""R2"": 1984.055586, ""R3"": 3053.077803, ""R4"": 1483.29065}","{""a"": 6.661844, ""b"": 3.679071, ""in"": 10.0}","{""R1"": 0.002480344, ""R2"": 0.001503372, ""R3"": 0.0009769725, ""R4"": 0.002480344}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_18,drift,R1,"{""R1"": 1444.276766, ""R2"": 2013.288848, ""R3"": 2962.363744, ""R4"": 1484.187341}","{""a"": 6.500521, ""b"": 3.596182, ""in"": 10.0}","{""R1"": 0.002422997, ""R2"": 0.001442585, ""R3"": 0.0009804128, ""R4"": 0.002422997}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_19,drift,R2,"{""R1"": 1002.914707, ""R2"": 2812.648541, ""R3"": 2992.509904, ""R4"": 1520.280206}","{""a"": 7.475732, ""b"": 3.826442, ""in"": 10.0}","{""R1"": 0.002516932, ""R2"": 0.001297457, ""R3"": 0.001219475, ""R4"": 0.002516932}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__drift_20,drift,R3,"{""R1"": 1006.118446, ""R2"": 2036.152926, ""R3"": 4095.473464, ""R4"": 1478.702447}","{""a"": 7.383185, ""b"": 3.84596, ""in"": 10.0}","{""R1"": 0.002600902, ""R2"": 0.00173721, ""R3"": 0.0008636915, ""R4"": 0.002600902}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_1,partial_short,R1,"{""R1"": 116.509205, ""R2"": 2011.873849, ""R3"": 2945.900058, ""R4"": 1529.149842}","{""a"": 9.589917, ""b"": 5.382225, ""in"": 10.0}","{""R1"": 0.00351975, ""R2"": 0.002091429, ""R3"": 0.001428321, ""R4"": 0.00351975}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_2,partial_short,R2,"{""R1"": 990.427835, ""R2"": 214.001078, ""R3"": 2951.474195, ""R4"": 1485.21249}","{""a"": 6.297707, ""b"": 5.551835, ""in"": 10.0}","{""R1"": 0.003738075, ""R2"": 0.003485363, ""R3"": 0.0002527115, ""R4"": 0.003738075}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_3,partial_short,R2,"{""R1"": 1007.716432, ""R2"": 187.192741, ""R3"": 3046.164175, ""R4"": 1472.503974}","{""a"": 6.206709, ""b"": 5.542865, ""in"": 10.0}","{""R1"": 0.003764244, ""R2"": 0.003546316, ""R3"": 0.0002179281, ""R4"": 0.003764244}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_4,partial_short,R1,"{""R1"": 114.177672, ""R2"": 1960.802182, ""R3"": 3024.460302, ""R4"": 1485.85106}","{""a"": 9.590704, ""b"": 5.326378, ""in"": 10.0}","{""R1"": 0.003584732, ""R2"": 0.002174786, ""R3"": 0.001409946, ""R4"": 0.003584732}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_5,partial_short,R2,"{""R1"": 1009.696347, ""R2"": 214.839021, ""R3"": 3048.372077, ""R4"": 1516.948887}","{""a"": 6.297871, ""b"": 5.562009, ""in"": 10.0}","{""R1"": 0.003666576, ""R2"": 0.003425181, ""R3"": 0.0002413952, ""R4"": 0.003666576}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_6,partial_short,R4,"{""R1"": 1011.872466, ""R2"": 1987.357905, ""R3"": 3021.998965, ""R4"": 53.588572}","{""a"": 5.531341, ""b"": 0.2366593, ""in"": 10.0}","{""R1"": 0.004416227, ""R2"": 0.002664181, ""R3"": 0.001752046, ""R4"": 0.004416227}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_7,partial_short,R2,"{""R1"": 1008.130571, ""R2"": 221.32169, ""R3"": 3049.937363, ""R4"": 1500.598399}","{""a"": 6.286917, ""b"": 5.52691, ""in"": 10.0}","{""R1"": 0.003683137, ""R2"": 0.003433949, ""R3"": 0.0002491879, ""R4"": 0.003683137}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_8,partial_short,R2,"{""R1"": 993.329904, ""R2"": 234.250184, ""R3"": 3016.290838, ""R4"": 1473.088571}","{""a"": 6.298776, ""b"": 5.488842, ""in"": 10.0}","{""R1"": 0.003726078, ""R2"": 0.003457558, ""R3"": 0.0002685197, ""R4"": 0.003726078}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_9,partial_short,R2,"{""R1"": 1010.145581, ""R2"": 190.664635, ""R3"": 3050.911751, ""R4"": 1471.062024}","{""a"": 6.203399, ""b"": 5.528941, ""in"": 10.0}","{""R1"": 0.003758469, ""R2"": 0.003537402, ""R3"": 0.0002210675, ""R4"": 0.003758469}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_10,partial_short,R4,"{""R1"": 997.991833, ""R2"": 1968.974316, ""R3"": 3014.26124, ""R4"": 116.87367}","{""a"": 5.671931, ""b"": 0.5068552, ""in"": 10.0}","{""R1"": 0.004336778, ""R2"": 0.002623232, ""R3"": 0.001713546, ""R4"": 0.004336778}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_11,partial_short,R4,"{""R1"": 992.883625, ""R2"": 1993.24812, ""R3"": 2959.49225, ""R4"": 125.870635}","{""a"": 5.701454, ""b"": 0.5449387, ""in"": 10.0}","{""R1"": 0.004329356, ""R2"": 0.002586991, ""R3"": 0.001742365, ""R4"": 0.004329356}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_12,partial_short,R1,"{""R1"": 30.735089, ""R2"": 1979.125726, ""R3"": 3044.134201, ""R4"": 1501.506878}","{""a"": 9.887484, ""b"": 5.496789, ""in"": 10.0}","{""R1"": 0.003660848, ""R2"": 0.002218502, ""R3"": 0.001442346, ""R4"": 0.003660848}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_13,partial_short,R2,"{""R1"": 995.590065, ""R2"": 230.199889, ""R3"": 3031.936227, ""R4"": 1499.861484}","{""a"": 6.325432, ""b"": 5.535756, ""in"": 10.0}","{""R1"": 0.003690845, ""R2"": 0.003430392, ""R3"": 0.0002604527, ""R4"": 0.003690845}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_14,partial_short,R1,"{""R1"": 85.241972, ""R2"": 2038.640993, ""R3"": 3019.075144, ""R4"": 1476.930732}","{""a"": 9.693274, ""b"": 5.314445, ""in"": 10.0}","{""R1"": 0.003598303, ""R2"": 0.002147916, ""R3"": 0.001450388, ""R4"": 0.003598303}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_15,partial_short,R3,"{""R1"": 985.910237, ""R2"": 1994.445119, ""R3"": 373.485014, ""R4"": 1472.291899}","{""a"": 6.444324, ""b"": 5.309807, ""in"": 10.0}","{""R1"": 0.00360649, ""R2"": 0.0005688386, ""R3"": 0.003037652, ""R4"": 0.00360649}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_16,partial_short,R4,"{""R1"": 1012.29558, ""R2"": 2016.029815, ""R3"": 2955.015827, ""R4"": 91.869471}","{""a"": 5.603656, ""b"": 0.3989841, ""in"": 10.0}","{""R1"": 0.004342945, ""R2"": 0.002581644, ""R3"": 0.001761301, ""R4"": 0.004342945}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_17,partial_short,R2,"{""R1"": 1003.891288, ""R2"": 281.339875, ""R3"": 2988.478817, ""R4"": 1478.7063}","{""a"": 6.335803, ""b"": 5.397269, ""in"": 10.0}","{""R1"": 0.003649994, ""R2"": 0.003335943, ""R3"": 0.0003140507, ""R4"": 0.003649994}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_18,partial_short,R2,"{""R1"": 1001.089564, ""R2"": 109.821006, ""R3"": 2944.800943, ""R4"": 1522.100197}","{""a"": 6.192218, ""b"": 5.789517, ""in"": 10.0}","{""R1"": 0.003803637, ""R2"": 0.003666887, ""R3"": 0.0001367499, ""R4"": 0.003803637}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_19,partial_short,R2,"{""R1"": 1009.853129, ""R2"": 137.180732, ""R3"": 3039.742107, ""R4"": 1506.417387}","{""a"": 6.185675, ""b"": 5.689902, ""in"": 10.0}","{""R1"": 0.003777109, ""R2"": 0.003614012, ""R3"": 0.000163097, ""R4"": 0.003777109}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_20,partial_short,R4,"{""R1"": 1008.238676, ""R2"": 1984.763419, ""R3"": 3044.726775, ""R4"": 152.674682}","{""a"": 5.732213, ""b"": 0.6462587, ""in"": 10.0}","{""R1"": 0.004232913, ""R2"": 0.002562499, ""R3"": 0.001670414, ""R4"": 0.004232913}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_1,partial_open,R3,"{""R1"": 1011.451532, ""R2"": 1962.77197, ""R3"": 138752.962561, ""R4"": 1491.293627}","{""a"": 7.721001, ""b"": 3.360178, ""in"": 10.0}","{""R1"": 0.002253196, ""R2"": 0.002221768, ""R3"": 3.142869e-05, ""R4"": 0.002253196}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_2,partial_open,R2,"{""R1"": 1009.085922, ""R2"": 34681.119564, ""R3"": 3005.311153, ""R4"": 1524.550734}","{""a"": 8.095809, ""b"": 2.876897, ""in"": 10.0}","{""R1"": 0.001887046, ""R2"": 0.0001504828, ""R3"": 0.001736563, ""R4"": 0.001887046}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_3,partial_open,R3,"{""R1"": 999.106734, ""R2"": 1986.791294, ""R3"": 106268.947627, ""R4"": 1488.743823}","{""a"": 7.748836, ""b"": 3.354403, ""in"": 10.0}","{""R1"": 0.002253176, ""R2"": 0.002211824, ""R3"": 4.1352e-05, ""R4"": 0.002253176}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_4,partial_open,R4,"{""R1"": 982.929434, ""R2"": 1980.455759, ""R3"": 2955.407908, ""R4"": 47601.840662}","{""a"": 9.802508, ""b"": 9.56425, ""in"": 10.0}","{""R1"": 0.0002009219, ""R2"": 0.0001203044, ""R3"": 8.061747e-05, ""R4"": 0.0002009219}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_5,partial_open,R2,"{""R1"": 1007.783538, ""R2"": 43771.105223, ""R3"": 3056.941877, ""R4"": 1520.669766}","{""a"": 8.128827, ""b"": 2.82346, ""in"": 10.0}","{""R1"": 0.001856721, ""R2"": 0.0001212071, ""R3"": 0.001735514, ""R4"": 0.001856721}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_6,partial_open,R3,"{""R1"": 986.83204, ""R2"": 2006.463197, ""R3"": 68503.029075, ""R4"": 1482.377793}","{""a"": 7.766629, ""b"": 3.354877, ""in"": 10.0}","{""R1"": 0.002263173, ""R2"": 0.00219877, ""R3"": 6.440229e-05, ""R4"": 0.002263173}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_7,partial_open,R3,"{""R1"": 994.222567, ""R2"": 2004.489732, ""R3"": 123151.428863, ""R4"": 1503.338115}","{""a"": 7.775762, ""b"": 3.363213, ""in"": 10.0}","{""R1"": 0.002237163, ""R2"": 0.002201333, ""R3"": 3.583027e-05, ""R4"": 0.002237163}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_8,partial_open,R1,"{""R1"": 7005.560338, ""R2"": 1970.096069, ""R3"": 3044.924911, ""R4"": 1502.280012}","{""a"": 2.780754, ""b"": 1.548103, ""in"": 10.0}","{""R1"": 0.001030502, ""R2"": 0.0006256807, ""R3"": 0.0004048215, ""R4"": 0.001030502}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_9,partial_open,R2,"{""R1"": 982.27642, ""R2"": 70345.644233, ""R3"": 3035.720403, ""R4"": 1527.677503}","{""a"": 8.187712, ""b"": 2.818547, ""in"": 10.0}","{""R1"": 0.001844988, ""R2"": 7.632548e-05, ""R3"": 0.001768663, ""R4"": 0.001844988}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_10,partial_open,R3,"{""R1"": 1015.117646, ""R2"": 1995.717472, ""R3"": 103823.951307, ""R4"": 1527.815802}","{""a"": 7.74469, ""b"": 3.394383, ""in"": 10.0}","{""R1"": 0.002221722, ""R2"": 0.002179822, ""R3"": 4.190081e-05, ""R4"": 0.002221722}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_11,partial_open,R1,"{""R1"": 42511.941045, ""R2"": 2029.820035, ""R3"": 3002.731001, ""R4"": 1495.153347}","{""a"": 0.5984911, ""b"": 0.3306529, ""in"": 10.0}","{""R1"": 0.0002211498, ""R2"": 0.0001319517, ""R3"": 8.919818e-05, ""R4"": 0.0002211498}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_12,partial_open,R2,"{""R1"": 1002.206677, ""R2"": 46370.158828, ""R3"": 3052.670199, ""R4"": 1496.182421}","{""a"": 8.131086, ""b"": 2.79008, ""in"": 10.0}","{""R1"": 0.001864799, ""R2"": 0.0001151819, ""R3"": 0.001749618, ""R4"": 0.001864799}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_13,partial_open,R4,"{""R1"": 1001.186679, ""R2"": 1975.410212, ""R3"": 2990.426712, ""R4"": 58251.184345}","{""a"": 9.834356, ""b"": 9.63754, ""in"": 10.0}","{""R1"": 0.000165448, ""R2"": 9.963276e-05, ""R3"": 6.581521e-05, ""R4"": 0.000165448}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_14,partial_open,R2,"{""R1"": 1014.427431, ""R2"": 45779.218522, ""R3"": 3031.765776, ""R4"": 1515.161938}","{""a"": 8.112006, ""b"": 2.819932, ""in"": 10.0}","{""R1"": 0.001861142, ""R2"": 0.0001155999, ""R3"": 0.001745542, ""R4"": 0.001861142}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_15,partial_open,R3,"{""R1"": 981.571587, ""R2"": 1989.550242, ""R3"": 134045.30095, ""R4"": 1483.103574}","{""a"": 7.781823, ""b"": 3.35155, ""in"": 10.0}","{""R1"": 0.002259822, ""R2"": 0.002226771, ""R3"": 3.305057e-05, ""R4"": 0.002259822}",True
