circuit_id,sample_id,fault_type,faulted_components,component_values,node_voltages,branch_currents,success
wheatstone_bridge,wheatstone_bridge__normal_9,normal,,"{""R1"": 99.011344, ""R3"": 202.576445, ""R2"": 147.941461, ""R4"": 297.844301, ""Rg"": 49.705136}","{""mid1"": 13.41194, ""mid2"": 13.39545, ""pos"": 20.0}","{""R1"": 0.06653847, ""R3"": 0.06620679, ""R2"": 0.04464299, ""R4"": 0.04497467, ""Rg"": 0.0003316801}",True
wheatstone_bridge,wheatstone_bridge__normal_10,normal,,"{""R1"": 99.8174, ""R3"": 198.309847, ""R2"": 149.692682, ""R4"": 299.516937, ""Rg"": 49.759015}","{""mid1"": 13.31341, ""mid2"": 13.32069, ""pos"": 20.0}","{""R1"": 0.06698818, ""R3"": 0.06713441, ""R2"": 0.04462015, ""R4"": 0.04447391, ""Rg"": -0.000146232}",True
wheatstone_bridge,wheatstone_bridge__normal_11,normal,,"{""R1"": 99.288315, ""R3"": 198.021125, ""R2"": 148.391574, ""R4"": 297.073885, ""Rg"": 50.727472}","{""mid1"": 13.32603, ""mid2"": 13.32998, ""pos"": 20.0}","{""R1"": 0.06721811, ""R3"": 0.06729599, ""R2"": 0.04494879, ""R4"": 0.04487092, ""Rg"": -7.78774e-05}",True
wheatstone_bridge,wheatstone_bridge__normal_12,normal,,"{""R1"": 99.966072, ""R3"": 200.82666, ""R2"": 147.805571, ""R4"": 303.107376, ""Rg"": 50.705422}","{""mid1"": 13.38117, ""mid2"": 13.40246, ""pos"": 20.0}","{""R1"": 0.06621072, ""R3"": 0.06663047, ""R2"": 0.04463662, ""R4"": 0.04421687, ""Rg"": -0.000419754}",True
wheatstone_bridge,wheatstone_bridge__normal_13,normal,,"{""R1"": 101.590177, ""R3"": 197.213674, ""R2"": 151.101183, ""R4"": 298.006082, ""Rg"": 49.034233}","{""mid1"": 13.22216, ""mid2"": 13.23822, ""pos"": 20.0}","{""R1"": 0.06671745, ""R3"": 0.06704485, ""R2"": 0.04475004, ""R4"": 0.04442264, ""Rg"": -0.000327402}",True
wheatstone_bridge,wheatstone_bridge__normal_14,normal,,"{""R1"": 101.228788, ""R3"": 198.363755, ""R2"": 152.336202, ""R4"": 294.729813, ""Rg"": 49.572596}","{""mid1"": 13.22458, ""mid2"": 13.21152, ""pos"": 20.0}","{""R1"": 0.06693174, ""R3"": 0.06666833, ""R2"": 0.04456247, ""R4"": 0.04482588, ""Rg"": 0.0002634105}",True
wheatstone_bridge,wheatstone_bridge__normal_15,normal,,"{""R1"": 101.111578, ""R3"": 196.782822, ""R2"": 150.969259, ""R4"": 304.039208, ""Rg"": 49.028846}","{""mid1"": 13.2586, ""mid2"": 13.29311, ""pos"": 20.0}","{""R1"": 0.06667292, ""R3"": 0.0673768, ""R2"": 0.04442556, ""R4"": 0.04372168, ""Rg"": -0.000703876}",True
wheatstone_bridge,wheatstone_bridge__normal_16,normal,,"{""R1"": 101.470864, ""R3"": 199.759294, ""R2"": 151.404094, ""R4"": 299.003139, ""Rg"": 50.421473}","{""mid1"": 13.26725, ""mid2"": 13.27051, ""pos"": 20.0}","{""R1"": 0.06635153, ""R3"": 0.0664162, ""R2"": 0.04444719, ""R4"": 0.04438252, ""Rg"": -6.46675e-05}",True
wheatstone_bridge,wheatstone_bridge__normal_17,normal,,"{""R1"": 98.265114, ""R3"": 198.327701, ""R2"": 150.293394, ""R4"": 302.938669, ""Rg"": 50.798941}","{""mid1"": 13.37198, ""mid2"": 13.37062, ""pos"": 20.0}","{""R1"": 0.06745042, ""R3"": 0.06742365, ""R2"": 0.04410961, ""R4"": 0.04413638, ""Rg"": 2.677182e-05}",True
wheatstone_bridge,wheatstone_bridge__normal_18,normal,,"{""R1"": 99.2482, ""R3"": 203.020872, ""R2"": 152.544666, ""R4"": 301.900132, ""Rg"": 49.225862}","{""mid1"": 13.38814, ""mid2"": 13.35493, ""pos"": 20.0}","{""R1"": 0.06661942, ""R3"": 0.06594466, ""R2"": 0.04356149, ""R4"": 0.04423624, ""Rg"": 0.0006747547}",True
wheatstone_bridge,wheatstone_bridge__normal_19,normal,,"{""R1"": 99.52403, ""R3"": 201.741733, ""R2"": 147.366613, ""R4"": 302.656648, ""Rg"": 49.199318}","{""mid1"": 13.41085, ""mid2"": 13.42408, ""pos"": 20.0}","{""R1"": 0.0662066, ""R3"": 0.06647535, ""R2"": 0.04462289, ""R4"": 0.04435414, ""Rg"": -0.000268755}",True
wheatstone_bridge,wheatstone_bridge__normal_20,normal,,"{""R1"": 98.588021, ""R3"": 199.136976, ""R2"": 148.68917, ""R4"": 295.567466, ""Rg"": 50.076107}","{""mid1"": 13.35543, ""mid2"": 13.33887, ""pos"": 20.0}","{""R1"": 0.06739729, ""R3"": 0.06706657, ""R2"": 0.044799, ""R4"": 0.04512971, ""Rg"": 0.000330712}",True
wheatstone_bridge,wheatstone_bridge__drift_1,drift,R3,"{""R1"": 99.562474, ""R3"": 128.342832, ""R2"": 152.304898, ""R4"": 299.790825, ""Rg"": 49.730195}","{""mid1"": 11.80493, ""mid2"": 12.28576, ""pos"": 20.0}","{""R1"": 0.08231083, ""R3"": 0.09197966, ""R2"": 0.05064996, ""R4"": 0.04098112, ""Rg"": -0.00966884}",True
wheatstone_bridge,wheatstone_bridge__drift_2,drift,R1,"{""R1"": 34.327584, ""R3"": 200.290939, ""R2"": 149.754418, ""R4"": 304.075413, ""Rg"": 49.727465}","{""mid1"": 16.47362, ""mid2"": 15.45525, ""pos"": 20.0}","{""R1"": 0.1027274, ""R3"": 0.08224843, ""R2"": 0.03034803, ""R4"": 0.05082702, ""Rg"": 0.02047899}",True
wheatstone_bridge,wheatstone_bridge__drift_3,drift,Rg,"{""R1"": 101.628708, ""R3"": 202.420488, ""R2"": 152.212276, ""R4"": 305.596108, ""Rg"": 83.259266}","{""mid1"": 13.32447, ""mid2"": 13.33615, ""pos"": 20.0}","{""R1"": 0.06568547, ""R3"": 0.0658257, ""R2"": 0.04378001, ""R4"": 0.04363978, ""Rg"": -0.000140229}",True
wheatstone_bridge,wheatstone_bridge__drift_4,drift,R2,"{""R1"": 98.016553, ""R3"": 198.782812, ""R2"": 197.558471, ""R4"": 300.244606, ""Rg"": 50.704175}","{""mid1"": 13.02372, ""mid2"": 12.73687, ""pos"": 20.0}","{""R1"": 0.07117453, ""R3"": 0.06551732, ""R2"": 0.03676444, ""R4"": 0.04242166, ""Rg"": 0.005657213}",True
wheatstone_bridge,wheatstone_bridge__drift_5,drift,R2,"{""R1"": 100.012192, ""R3"": 197.034349, ""R2"": 239.834898, ""R4"": 296.207004, ""Rg"": 49.307284}","{""mid1"": 12.67425, ""mid2"": 12.23425, ""pos"": 20.0}","{""R1"": 0.07324858, ""R3"": 0.06432507, ""R2"": 0.03237955, ""R4"": 0.04130306, ""Rg"": 0.00892351}",True
wheatstone_bridge,wheatstone_bridge__drift_6,drift,R3,"{""R1"": 101.830191, ""R3"": 316.559722, ""R2"": 149.885764, ""R4"": 298.128641, ""Rg"": 49.101443}","{""mid1"": 14.51036, ""mid2"": 14.114, ""pos"": 20.0}","{""R1"": 0.05390978, ""R3"": 0.04583766, ""R2"": 0.03926988, ""R4"": 0.04734199, ""Rg"": 0.008072117}",True
wheatstone_bridge,wheatstone_bridge__drift_7,drift,R4,"{""R1"": 101.350324, ""R3"": 202.454452, ""R2"": 152.974689, ""R4"": 186.479072, ""Rg"": 49.646816}","{""mid1"": 12.54221, ""mid2"": 11.96465, ""pos"": 20.0}","{""R1"": 0.07358425, ""R3"": 0.06195078, ""R2"": 0.05252733, ""R4"": 0.0641608, ""Rg"": 0.01163347}",True
wheatstone_bridge,wheatstone_bridge__drift_8,drift,R3,"{""R1"": 101.409984, ""R3"": 70.05172, ""R2"": 150.167343, ""R4"": 298.70093, ""Rg"": 50.347081}","{""mid1"": 9.281527, ""mid2"": 10.63087, ""pos"": 20.0}","{""R1"": 0.1056945, ""R3"": 0.1324953, ""R2"": 0.06239124, ""R4"": 0.03559036, ""Rg"": -0.0268009}",True
wheatstone_bridge,wheatstone_bridge__drift_9,drift,R3,"{""R1"": 100.134259, ""R3"": 64.904294, ""R2"": 148.968614, ""R4"": 299.771924, ""Rg"": 49.946021}","{""mid1"": 9.011287, ""mid2"": 10.46471, ""pos"": 20.0}","{""R1"": 0.1097398, ""R3"": 0.1388396, ""R2"": 0.06400873, ""R4"": 0.0349089, ""Rg"": -0.0290998}",True
wheatstone_bridge,wheatstone_bridge__drift_10,drift,R1,"{""R1"": 53.446202, ""R3"": 199.9572, ""R2"": 149.137489, ""R4"": 304.044615, ""Rg"": 50.341516}","{""mid1"": 15.26412, ""mid2"": 14.64626, ""pos"": 20.0}","{""R1"": 0.08861029, ""R3"": 0.07633692, ""R2"": 0.03589804, ""R4"": 0.04817141, ""Rg"": 0.01227337}",True
wheatstone_bridge,wheatstone_bridge__drift_11,drift,R1,"{""R1"": 51.18289, ""R3"": 200.189649, ""R2"": 147.197091, ""R4"": 297.443519, ""Rg"": 49.151214}","{""mid1"": 15.37625, ""mid2"": 14.71126, ""pos"": 20.0}","{""R1"": 0.09033781, ""R3"": 0.07680842, ""R2"": 0.03592962, ""R4"": 0.04945902, ""Rg"": 0.01352939}",True
wheatstone_bridge,wheatstone_bridge__drift_12,drift,R4,"{""R1"": 100.394213, ""R3"": 201.112782, ""R2"": 151.220528, ""R4"": 436.904651, ""Rg"": 50.399057}","{""mid1"": 13.78277, ""mid2"": 14.11562, ""pos"": 20.0}","{""R1"": 0.06192819, ""R3"": 0.06853253, ""R2"": 0.03891257, ""R4"": 0.03230824, ""Rg"": -0.00660434}",True
wheatstone_bridge,wheatstone_bridge__drift_13,drift,R1,"{""R1"": 136.858463, ""R3"": 199.391945, ""R2"": 147.891134, ""R4"": 300.858752, ""Rg"": 50.263178}","{""mid1"": 12.40495, ""mid2"": 12.74263, ""pos"": 20.0}","{""R1"": 0.05549567, ""R3"": 0.06221389, ""R2"": 0.0490724, ""R4"": 0.04235418, ""Rg"": -0.00671822}",True
wheatstone_bridge,wheatstone_bridge__drift_14,drift,Rg,"{""R1"": 98.423992, ""R3"": 200.416472, ""R2"": 148.191088, ""R4"": 304.762215, ""Rg"": 28.465324}","{""mid1"": 13.42781, ""mid2"": 13.43422, ""pos"": 20.0}","{""R1"": 0.0667743, ""R3"": 0.06699952, ""R2"": 0.04430619, ""R4"": 0.04408098, ""Rg"": -0.000225212}",True
wheatstone_bridge,wheatstone_bridge__drift_15,drift,R1,"{""R1"": 141.796679, ""R3"": 203.268838, ""R2"": 151.825594, ""R4"": 299.802655, ""Rg"": 49.38652}","{""mid1"": 12.31582, ""mid2"": 12.63176, ""pos"": 20.0}","{""R1"": 0.05419152, ""R3"": 0.06058884, ""R2"": 0.04853092, ""R4"": 0.0421336, ""Rg"": -0.00639732}",True
wheatstone_bridge,wheatstone_bridge__drift_16,drift,R4,"{""R1"": 98.305394, ""R3"": 201.641148, ""R2"": 148.729739, ""R4"": 147.567823, ""Rg"": 49.756719}","{""mid1"": 12.23267, ""mid2"": 11.31979, ""pos"": 20.0}","{""R1"": 0.07901229, ""R3"": 0.06066552, ""R2"": 0.0583623, ""R4"": 0.07670907, ""Rg"": 0.01834677}",True
wheatstone_bridge,wheatstone_bridge__drift_17,drift,Rg,"{""R1"": 100.075488, ""R3"": 199.129604, ""R2"": 147.208864, ""R4"": 302.991263, ""Rg"": 17.058343}","{""mid1"": 13.36514, ""mid2"": 13.37912, ""pos"": 20.0}","{""R1"": 0.06629851, ""R3"": 0.06711782, ""R2"": 0.04497609, ""R4"": 0.04415679, ""Rg"": -0.000819308}",True
wheatstone_bridge,wheatstone_bridge__drift_18,drift,R4,"{""R1"": 99.102828, ""R3"": 199.914614, ""R2"": 151.827839, ""R4"": 489.728984, ""Rg"": 50.329888}","{""mid1"": 13.91164, ""mid2"": 14.32198, ""pos"": 20.0}","{""R1"": 0.06143482, ""R3"": 0.06958789, ""R2"": 0.03739777, ""R4"": 0.0292447, ""Rg"": -0.00815306}",True
wheatstone_bridge,wheatstone_bridge__drift_19,drift,R4,"{""R1"": 101.387685, ""R3"": 196.667256, ""R2"": 150.86499, ""R4"": 114.032691, ""Rg"": 50.157579}","{""mid1"": 11.51059, ""mid2"": 10.24641, ""pos"": 20.0}","{""R1"": 0.08373221, ""R3"": 0.05852823, ""R2"": 0.06465108, ""R4"": 0.08985506, ""Rg"": 0.02520398}",True
wheatstone_bridge,wheatstone_bridge__drift_20,drift,R2,"{""R1"": 101.778863, ""R3"": 196.664741, ""R2"": 100.936714, ""R4"": 296.149521, ""Rg"": 49.656376}","{""mid1"": 13.78603, ""mid2"": 14.23519, ""pos"": 20.0}","{""R1"": 0.06105366, ""R3"": 0.07009914, ""R2"": 0.05711307, ""R4"": 0.04806759, ""Rg"": -0.00904548}",True
wheatstone_bridge,wheatstone_bridge__partial_short_1,partial_short,R1,"{""R1"": 2.24675, ""R3"": 203.255016, ""R2"": 152.688581, ""R4"": 303.026387, ""Rg"": 50.420376}","{""mid1"": 19.68791, ""mid2"": 17.56791, ""pos"": 20.0}","{""R1"": 0.1389095, ""R3"": 0.09686307, ""R2"": 0.01592844, ""R4"": 0.05797485, ""Rg"": 0.04204641}",True
wheatstone_bridge,wheatstone_bridge__partial_short_2,partial_short,R4,"{""R1"": 101.819802, ""R3"": 197.483879, ""R2"": 149.966005, ""R4"": 19.146208, ""Rg"": 49.231841}","{""mid1"": 7.690464, ""mid2"": 3.655764, ""pos"": 20.0}","{""R1"": 0.1208953, ""R3"": 0.03894224, ""R2"": 0.1089863, ""R4"": 0.1909393, ""Rg"": 0.08195306}",True
wheatstone_bridge,wheatstone_bridge__partial_short_3,partial_short,Rg,"{""R1"": 98.450464, ""R3"": 199.671829, ""R2"": 150.644085, ""R4"": 305.949357, ""Rg"": 0.643016}","{""mid1"": 13.3977, ""mid2"": 13.39772, ""pos"": 20.0}","{""R1"": 0.0670622, ""R3"": 0.06709858, ""R2"": 0.04382702, ""R4"": 0.04379064, ""Rg"": -3.63771e-05}",True
wheatstone_bridge,wheatstone_bridge__partial_short_4,partial_short,R3,"{""R1"": 99.791798, ""R3"": 21.978281, ""R2"": 147.882816, ""R4"": 305.425368, ""Rg"": 50.634692}","{""mid1"": 4.665707, ""mid2"": 7.634131, ""pos"": 20.0}","{""R1"": 0.1536629, ""R3"": 0.2122872, ""R2"": 0.08361938, ""R4"": 0.02499508, ""Rg"": -0.0586243}",True
wheatstone_bridge,wheatstone_bridge__partial_short_5,partial_short,R2,"{""R1"": 98.937777, ""R3"": 202.231315, ""R2"": 22.377815, ""R4"": 295.53949, ""Rg"": 50.168602}","{""mid1"": 15.92578, ""mid2"": 17.81065, ""pos"": 20.0}","{""R1"": 0.0411796, ""R3"": 0.07875033, ""R2"": 0.09783561, ""R4"": 0.06026488, ""Rg"": -0.0375707}",True
wheatstone_bridge,wheatstone_bridge__partial_short_6,partial_short,R3,"{""R1"": 100.248886, ""R3"": 17.90146, ""R2"": 147.314374, ""R4"": 302.342533, ""Rg"": 49.154256}","{""mid1"": 3.998681, ""mid2"": 7.132554, ""pos"": 20.0}","{""R1"": 0.1596159, ""R3"": 0.2233718, ""R2"": 0.08734685, ""R4"": 0.02359097, ""Rg"": -0.0637559}",True
wheatstone_bridge,wheatstone_bridge__partial_short_7,partial_short,R1,"{""R1"": 6.692419, ""R3"": 201.80382, ""R2"": 147.553765, ""R4"": 298.747422, ""Rg"": 49.774309}","{""mid1"": 19.10856, ""mid2"": 17.19162, ""pos"": 20.0}","{""R1"": 0.1332015, ""R3"": 0.09468879, ""R2"": 0.01903295, ""R4"": 0.05754566, ""Rg"": 0.03851271}",True
wheatstone_bridge,wheatstone_bridge__partial_short_8,partial_short,R3,"{""R1"": 100.137198, ""R3"": 15.022468, ""R2"": 147.93546, ""R4"": 300.020415, ""Rg"": 50.202092}","{""mid1"": 3.476864, ""mid2"": 6.812255, ""pos"": 20.0}","{""R1"": 0.165005, ""R3"": 0.2314443, ""R2"": 0.08914526, ""R4"": 0.02270597, ""Rg"": -0.0664393}",True
wheatstone_bridge,wheatstone_bridge__partial_short_9,partial_short,R4,"{""R1"": 99.300895, ""R3"": 201.844275, ""R2"": 151.163787, ""R4"": 21.769855, ""Rg"": 49.521285}","{""mid1"": 8.04174, ""mid2"": 4.051157, ""pos"": 20.0}","{""R1"": 0.1204245, ""R3"": 0.03984131, ""R2"": 0.105507, ""R4"": 0.1860902, ""Rg"": 0.08058319}",True
wheatstone_bridge,wheatstone_bridge__partial_short_10,partial_short,R2,"{""R1"": 100.975438, ""R3"": 203.208191, ""R2"": 10.079729, ""R4"": 300.616387, ""Rg"": 49.104534}","{""mid1"": 16.55992, ""mid2"": 18.88864, ""pos"": 20.0}","{""R1"": 0.03406853, ""R3"": 0.08149236, ""R2"": 0.1102569, ""R4"": 0.06283304, ""Rg"": -0.0474238}",True
wheatstone_bridge,wheatstone_bridge__partial_short_11,partial_short,R3,"{""R1"": 100.213942, ""R3"": 6.855511, ""R2"": 151.898815, ""R4"": 299.208803, ""Rg"": 49.374171}","{""mid1"": 1.77183, ""mid2"": 5.551955, ""pos"": 20.0}","{""R1"": 0.1818926, ""R3"": 0.2584533, ""R2"": 0.09511624, ""R4"": 0.01855545, ""Rg"": -0.0765608}",True
wheatstone_bridge,wheatstone_bridge__partial_short_12,partial_short,R4,"{""R1"": 99.295911, ""R3"": 197.313093, ""R2"": 147.055371, ""R4"": 11.12106, ""Rg"": 50.006346}","{""mid1"": 7.086669, ""mid2"": 2.379416, ""pos"": 20.0}","{""R1"": 0.130049, ""R3"": 0.03591586, ""R2"": 0.1198228, ""R4"": 0.2139559, ""Rg"": 0.09413311}",True
wheatstone_bridge,wheatstone_bridge__partial_short_13,partial_short,Rg,"{""R1"": 101.987761, ""R3"": 202.046711, ""R2"": 151.523371, ""R4"": 304.741879, ""Rg"": 4.854962}","{""mid1"": 13.31719, ""mid2"": 13.31906, ""pos"": 20.0}","{""R1"": 0.06552564, ""R3"": 0.06591142, ""R2"": 0.04409182, ""R4"": 0.04370604, ""Rg"": -0.000385781}",True
wheatstone_bridge,wheatstone_bridge__partial_short_14,partial_short,Rg,"{""R1"": 101.47334, ""R3"": 199.080684, ""R2"": 149.63378, ""R4"": 298.405961, ""Rg"": 1.891553}","{""mid1"": 13.27663, ""mid2"": 13.27744, ""pos"": 20.0}","{""R1"": 0.06625753, ""R3"": 0.06668968, ""R2"": 0.04492672, ""R4"": 0.04449457, ""Rg"": -0.000432153}",True
wheatstone_bridge,wheatstone_bridge__partial_short_15,partial_short,Rg,"{""R1"": 100.299574, ""R3"": 199.013056, ""R2"": 152.224458, ""R4"": 294.025885, ""Rg"": 6.921248}","{""mid1"": 13.25184, ""mid2"": 13.24705, ""pos"": 20.0}","{""R1"": 0.06728003, ""R3"": 0.0665878, ""R2"": 0.04436179, ""R4"": 0.04505403, ""Rg"": 0.0006922346}",True
wheatstone_bridge,wheatstone_bridge__partial_short_16,partial_short,R1,"{""R1"": 10.715509, ""R3"": 196.140304, ""R2"": 151.84351, ""R4"": 301.223769, ""Rg"": 49.379513}","{""mid1"": 18.60521, ""mid2"": 16.86167, ""pos"": 20.0}","{""R1"": 0.1301656, ""R3"": 0.09485663, ""R2"": 0.0206682, ""R4"": 0.05597721, ""Rg"": 0.03530901}",True
wheatstone_bridge,wheatstone_bridge__partial_short_17,partial_short,R4,"{""R1"": 101.64779, ""R3"": 198.645363, ""R2"": 147.748053, ""R4"": 6.457344, ""Rg"": 50.32529}","{""mid1"": 6.496633, ""mid2"": 1.457059, ""pos"": 20.0}","{""R1"": 0.1328447, ""R3"": 0.03270468, ""R2"": 0.1255038, ""R4"": 0.2256438, ""Rg"": 0.10014}",True
wheatstone_bridge,wheatstone_bridge__partial_short_18,partial_short,R2,"{""R1"": 99.867225, ""R3"": 199.423111, ""R2"": 10.293134, ""R4"": 305.150045, ""Rg"": 50.663868}","{""mid1"": 16.4771, ""mid2"": 18.87593, ""pos"": 20.0}","{""R1"": 0.03527585, ""R3"": 0.08262382, ""R2"": 0.1092058, ""R4"": 0.06185786, ""Rg"": -0.047348}",True
wheatstone_bridge,wheatstone_bridge__partial_short_19,partial_short,R1,"{""R1"": 6.589988, ""R3"": 198.168021, ""R2"": 149.283838, ""R4"": 297.267085, ""Rg"": 50.114812}","{""mid1"": 19.10907, ""mid2"": 17.16634, ""pos"": 20.0}","{""R1"": 0.1351942, ""R3"": 0.09642864, ""R2"": 0.01898167, ""R4"": 0.05774721, ""Rg"": 0.03876554}",True
wheatstone_bridge,wheatstone_bridge__partial_short_20,partial_short,Rg,"{""R1"": 100.395622, ""R3"": 198.268698, ""R2"": 149.48087, ""R4"": 302.259056, ""Rg"": 6.272426}","{""mid1"": 13.31748, ""mid2"": 13.32129, ""pos"": 20.0}","{""R1"": 0.06656187, ""R3"": 0.06716884, ""R2"": 0.04467939, ""R4"": 0.04407241, ""Rg"": -0.000606971}",True
wheatstone_bridge,wheatstone_bridge__partial_open_1,partial_open,R3,"{""R1"": 99.83403, ""R3"": 9206.512642, ""R2"": 151.68889, ""R4"": 295.428702, ""Rg"": 49.825794}","{""mid1"": 17.17735, ""mid2"": 15.86157, ""pos"": 20.0}","{""R1"": 0.02827342, ""R3"": 0.001865783, ""R2"": 0.02728236, ""R4"": 0.05369001, ""Rg"": 0.02640764}",True
wheatstone_bridge,wheatstone_bridge__partial_open_2,partial_open,R3,"{""R1"": 99.432027, ""R3"": 1652.490814, ""R2"": 152.722375, ""R4"": 298.484833, ""Rg"": 50.084713}","{""mid1"": 16.70712, ""mid2"": 15.55485, ""pos"": 20.0}","{""R1"": 0.03311685, ""R3"": 0.01011027, ""R2"": 0.0291061, ""R4"": 0.05211269, ""Rg"": 0.02300658}",True
wheatstone_bridge,wheatstone_bridge__partial_open_3,partial_open,R3,"{""R1"": 100.387282, ""R3"": 6842.287891, ""R2"": 152.651041, ""R4"": 295.178755, ""Rg"": 49.175785}","{""mid1"": 17.11412, ""mid2"": 15.82345, ""pos"": 20.0}","{""R1"": 0.02874742, ""R3"": 0.002501228, ""R2"": 0.02736013, ""R4"": 0.05360632, ""Rg"": 0.02624619}",True
wheatstone_bridge,wheatstone_bridge__partial_open_4,partial_open,R4,"{""R1"": 99.362985, ""R3"": 201.201334, ""R2"": 150.952569, ""R4"": 2946.069954, ""Rg"": 49.082948}","{""mid1"": 14.83481, ""mid2"": 15.90226, ""pos"": 20.0}","{""R1"": 0.05198309, ""R3"": 0.07373115, ""R2"": 0.02714585, ""R4"": 0.005397789, ""Rg"": -0.0217481}",True
wheatstone_bridge,wheatstone_bridge__partial_open_5,partial_open,Rg,"{""R1"": 101.908078, ""R3"": 197.197344, ""R2"": 148.836513, ""R4"": 294.807041, ""Rg"": 1973.25978}","{""mid1"": 13.18909, ""mid2"": 13.28544, ""pos"": 20.0}","{""R1"": 0.06683387, ""R3"": 0.06688269, ""R2"": 0.04511368, ""R4"": 0.04506486, ""Rg"": -4.88266e-05}",True
wheatstone_bridge,wheatstone_bridge__partial_open_6,partial_open,R2,"{""R1"": 100.620517, ""R3"": 198.890183, ""R2"": 1002.226609, ""R4"": 299.048631, ""Rg"": 49.693233}","{""mid1"": 11.6079, ""mid2"": 10.36357, ""pos"": 20.0}","{""R1"": 0.08340348, ""R3"": 0.05836336, ""R2"": 0.009615018, ""R4"": 0.03465514, ""Rg"": 0.02504013}",True
wheatstone_bridge,wheatstone_bridge__partial_open_7,partial_open,R1,"{""R1"": 2514.805089, ""R3"": 199.586599, ""R2"": 151.93085, ""R4"": 301.928449, ""Rg"": 50.303006}","{""mid1"": 7.977859, ""mid2"": 9.748091, ""pos"": 20.0}","{""R1"": 0.004780546, ""R3"": 0.03997192, ""R2"": 0.06747747, ""R4"": 0.0322861, ""Rg"": -0.0351914}",True
wheatstone_bridge,wheatstone_bridge__partial_open_8,partial_open,R1,"{""R1"": 3811.606166, ""R3"": 196.257945, ""R2"": 151.035752, ""R4"": 304.976214, ""Rg"": 49.965583}","{""mid1"": 7.832437, ""mid2"": 9.667006, ""pos"": 20.0}","{""R1"": 0.00319224, ""R3"": 0.03990889, ""R2"": 0.06841423, ""R4"": 0.03169757, ""Rg"": -0.0367167}",True
wheatstone_bridge,wheatstone_bridge__partial_open_9,partial_open,R3,"{""R1"": 99.480789, ""R3"": 7364.334548, ""R2"": 150.978722, ""R4"": 296.240228, ""Rg"": 49.965735}","{""mid1"": 17.16797, ""mid2"": 15.86203, ""pos"": 20.0}","{""R1"": 0.02846806, ""R3"": 0.002331232, ""R2"": 0.02740765, ""R4"": 0.05354448, ""Rg"": 0.02613683}",True
wheatstone_bridge,wheatstone_bridge__partial_open_10,partial_open,R2,"{""R1"": 98.196158, ""R3"": 199.552784, ""R2"": 3728.791832, ""R4"": 294.808304, ""Rg"": 50.453173}","{""mid1"": 11.38674, ""mid2"": 9.840175, ""pos"": 20.0}","{""R1"": 0.08771482, ""R3"": 0.0570613, ""R2"": 0.002724696, ""R4"": 0.03337821, ""Rg"": 0.03065352}",True
wheatstone_bridge,wheatstone_bridge__partial_open_11,partial_open,R3,"{""R1"": 100.819782, ""R3"": 1961.386201, ""R2"": 151.718555, ""R4"": 297.960663, ""Rg"": 49.263173}","{""mid1"": 16.77015, ""mid2"": 15.61316, ""pos"": 20.0}","{""R1"": 0.03203592, ""R3"": 0.00855015, ""R2"": 0.02891431, ""R4"": 0.05240008, ""Rg"": 0.02348577}",True
wheatstone_bridge,wheatstone_bridge__partial_open_12,partial_open,Rg,"{""R1"": 100.7311, ""R3"": 198.527441, ""R2"": 150.17756, ""R4"": 299.130358, ""Rg"": 2023.434923}","{""mid1"": 13.2694, ""mid2"": 13.31301, ""pos"": 20.0}","{""R1"": 0.06681755, ""R3"": 0.0668391, ""R2"": 0.04452725, ""R4"": 0.0445057, ""Rg"": -2.15528e-05}",True
wheatstone_bridge,wheatstone_bridge__partial_open_13,partial_open,R2,"{""R1"": 99.041723, ""R3"": 196.156207, ""R2"": 4963.21957, ""R4"": 297.506608, ""Rg"": 50.910608}","{""mid1"": 11.27626, ""mid2"": 9.718625, ""pos"": 20.0}","{""R1"": 0.08808151, ""R3"": 0.0574861, ""R2"": 0.002071513, ""R4"": 0.03266692, ""Rg"": 0.03059541}",True
wheatstone_bridge,wheatstone_bridge__partial_open_14,partial_open,Rg,"{""R1"": 98.171163, ""R3"": 202.095713, ""R2"": 148.902483, ""R4"": 296.357942, ""Rg"": 2005.38898}","{""mid1"": 13.45652, ""mid2"": 13.31849, ""pos"": 20.0}","{""R1"": 0.06665374, ""R3"": 0.06658491, ""R2"": 0.04487172, ""R4"": 0.04494055, ""Rg"": 6.883213e-05}",True
wheatstone_bridge,wheatstone_bridge__partial_open_15,partial_open,Rg,"{""R1"": 99.687477, ""R3"": 198.713378, ""R2"": 149.241649, ""R4"": 303.09414, ""Rg"": 1439.390776}","{""mid1"": 13.32197, ""mid2"": 13.39614, ""pos"": 20.0}","{""R1"": 0.06698963, ""R3"": 0.06704115, ""R2"": 0.04424947, ""R4"": 0.04419794, ""Rg"": -5.15243e-05}",True
wheatstone_bridge,wheatstone_bridge__partial_open_16,partial_open,R4,"{""R1"": 101.874275, ""R3"": 199.350466, ""R2"": 149.046371, ""R4"": 9028.662641, ""Rg"": 49.233382}","{""mid1"": 14.88494, ""mid2"": 16.08907, ""pos"": 20.0}","{""R1"": 0.05020953, ""R3"": 0.0746672, ""R2"": 0.02623966, ""R4"": 0.001782, ""Rg"": -0.0244577}",True
