circuit_id,sample_id,fault_type,faulted_components,component_values,design_values,node_voltages,branch_currents,success
r_ladder_circuit,r_ladder_circuit__multi_fault_14,multi_fault,R4:partial_short;R1:partial_open,"{""R1"": 254.257601, ""R2"": 20.007143, ""R3"": 10.169092, ""R4"": 1.749857, ""R5"": 9.947421, ""R6"": 20.179414}","{""R1"": 10, ""R2"": 20, ""R3"": 10, ""R4"": 20, ""R5"": 10, ""R6"": 20}","{""in"": 24.0, ""n1"": 0.6815495, ""n2"": 0.09533591, ""n3"": 0.06385745}","{""R1"": 0.09171191, ""R2"": 0.03406531, ""R3"": 0.0576466, ""R4"": 0.05448212, ""R5"": 0.003164485, ""R6"": 0.003164485}",True
r_ladder_circuit,r_ladder_circuit__multi_fault_15,multi_fault,R5:partial_open;R1:partial_short,"{""R1"": 0.355026, ""R2"": 20.281611, ""R3"": 9.884445, ""R4"": 19.687459, ""R5"": 242.454523, ""R6"": 19.715875}","{""R1"": 10, ""R2"": 20, ""R3"": 10, ""R4"": 20, ""R5"": 10, ""R6"": 20}","{""in"": 24.0, ""n1"": 23.2988, ""n2"": 15.13135, ""n3"": 1.137916}","{""R1"": 1.975059, ""R2"": 1.148765, ""R3"": 0.8262937, ""R4"": 0.768578, ""R5"": 0.0577157, ""R6"": 0.0577157}",True
r_ladder_circuit,r_ladder_circuit__multi_fault_16,multi_fault,R5:partial_open;R2:partial_short,"{""R1"": 9.895949, ""R2"": 0.398968, ""R3"": 10.083007, ""R4"": 20.302777, ""R5"": 159.221667, ""R6"": 20.027941}","{""R1"": 10, ""R2"": 20, ""R3"": 10, ""R4"": 20, ""R5"": 10, ""R6"": 20}","{""in"": 24.0, ""n1"": 0.9176663, ""n2"": 0.5909436, ""n3"": 0.06602739}","{""R1"": 2.332503, ""R2"": 2.3001, ""R3"": 0.0324033, ""R4"": 0.02910654, ""R5"": 0.003296764, ""R6"": 0.003296764}",True
r_ladder_circuit,r_ladder_circuit__multi_fault_17,multi_fault,R5:partial_short;R6:partial_open,"{""R1"": 9.917834, ""R2"": 20.345209, ""R3"": 10.052607, ""R4"": 19.799115, ""R5"": 0.753728, ""R6"": 136.753906}","{""R1"": 10, ""R2"": 20, ""R3"": 10, ""R4"": 20, ""R5"": 10, ""R6"": 20}","{""in"": 24.0, ""n1"": 12.97315, ""n2"": 8.206512, ""n3"": 8.161529}","{""R1"": 1.111821, ""R2"": 0.6376513, ""R3"": 0.4741692, ""R4"": 0.4144888, ""R5"": 0.05968041, ""R6"": 0.05968041}",True
r_ladder_circuit,r_ladder_circuit__multi_fault_18,multi_fault,R3:partial_open;R6:partial_short,"{""R1"": 9.825263, ""R2"": 19.91285, ""R3"": 120.715391, ""R4"": 20.236923, ""R5"": 10.138327, ""R6"": 1.76884}","{""R1"": 10, ""R2"": 20, ""R3"": 10, ""R4"": 20, ""R5"": 10, ""R6"": 20}","{""in"": 24.0, ""n1"": 15.28617, ""n2"": 0.8937636, ""n3"": 0.1327709}","{""R1"": 0.8868797, ""R2"": 0.7676537, ""R3"": 0.119226, ""R4"": 0.044165, ""R5"": 0.07506098, ""R6"": 0.07506098}",True
r_ladder_circuit,r_ladder_circuit__multi_fault_19,multi_fault,R5:partial_short;R1:partial_open,"{""R1"": 96.384321, ""R2"": 19.717334, ""R3"": 9.833881, ""R4"": 20.303217, ""R5"": 0.639159, ""R6"": 20.228411}","{""R1"": 10, ""R2"": 20, ""R3"": 10, ""R4"": 20, ""R5"": 10, ""R6"": 20}","{""in"": 24.0, ""n1"": 2.247681, ""n2"": 1.149355, ""n3"": 1.114151}","{""R1"": 0.2256832, ""R2"": 0.1139952, ""R3"": 0.111688, ""R4"": 0.05660948, ""R5"": 0.05507851, ""R6"": 0.05507851}",True
r_ladder_circuit,r_ladder_circuit__multi_fault_20,multi_fault,R6:partial_short;R2:partial_open,"{""R1"": 10.101223, ""R2"": 348.899413, ""R3"": 10.182078, ""R4"": 19.745724, ""R5"": 9.891035, ""R6"": 0.42807}","{""R1"": 10, ""R2"": 20, ""R3"": 10, ""R4"": 20, ""R5"": 10, ""R6"": 20}","{""in"": 24.0, ""n1"": 14.77319, ""n2"": 5.903653, ""n3"": 0.2449027}","{""R1"": 0.9134351, ""R2"": 0.04234226, ""R3"": 0.8710929, ""R4"": 0.2989839, ""R5"": 0.572109, ""R6"": 0.572109}",True
delta_loaded_network,delta_loaded_network__normal_1,normal,,"{""Ra"": 30.392726, ""Rb"": 30.367954, ""Rc"": 29.857459, ""Rload"": 29.812007}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.153277, ""C"": 9.59718}","{""Ra"": 0.1594698, ""Rb"": -0.0804764, ""Rc"": -0.0804764, ""Rload"": 0.2399462}",True
delta_loaded_network,delta_loaded_network__normal_2,normal,,"{""Ra"": 29.981292, ""Rb"": 29.568874, ""Rc"": 30.273676, ""Rload"": 29.881679}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.192338, ""C"": 9.567858}","{""Ra"": 0.1603554, ""Rb"": -0.0803385, ""Rc"": -0.0803385, ""Rload"": 0.2406939}",True
delta_loaded_network,delta_loaded_network__normal_3,normal,,"{""Ra"": 29.92828, ""Rb"": 30.020639, ""Rc"": 30.208592, ""Rload"": 29.834318}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.18499, ""C"": 9.584982}","{""Ra"": 0.160885, ""Rb"": -0.0799447, ""Rc"": -0.0799447, ""Rload"": 0.2408297}",True
delta_loaded_network,delta_loaded_network__normal_4,normal,,"{""Ra"": 30.043982, ""Rb"": 29.986179, ""Rc"": 29.858984, ""Rload"": 29.974762}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.197249, ""C"": 9.603728}","{""Ra"": 0.1598573, ""Rb"": -0.080253, ""Rc"": -0.080253, ""Rload"": 0.2401103}",True
delta_loaded_network,delta_loaded_network__normal_5,normal,,"{""Ra"": 30.577262, ""Rb"": 30.52516, ""Rc"": 29.773814, ""Rload"": 29.570916}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.116976, ""C"": 9.58891}","{""Ra"": 0.1596946, ""Rb"": -0.0809802, ""Rc"": -0.0809802, ""Rload"": 0.2406748}",True
delta_loaded_network,delta_loaded_network__normal_6,normal,,"{""Ra"": 29.637517, ""Rb"": 30.366269, ""Rc"": 29.450272, ""Rload"": 29.754025}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.202595, ""C"": 9.63803}","{""Ra"": 0.1618693, ""Rb"": -0.080202, ""Rc"": -0.080202, ""Rload"": 0.2420713}",True
delta_loaded_network,delta_loaded_network__normal_7,normal,,"{""Ra"": 30.208712, ""Rb"": 30.081531, ""Rc"": 30.582581, ""Rload"": 30.337966}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.208387, ""C"": 9.584406}","{""Ra"": 0.1586169, ""Rb"": -0.078986, ""Rc"": -0.078986, ""Rload"": 0.2376029}",True
delta_loaded_network,delta_loaded_network__normal_8,normal,,"{""Ra"": 30.534467, ""Rb"": 30.318079, ""Rc"": 30.066379, ""Rload"": 30.596856}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.21673, ""C"": 9.618334}","{""Ra"": 0.1566515, ""Rb"": -0.0792136, ""Rc"": -0.0792136, ""Rload"": 0.2358651}",True
delta_loaded_network,delta_loaded_network__normal_9,normal,,"{""Ra"": 30.078162, ""Rb"": 29.816962, ""Rc"": 30.395863, ""Rload"": 29.84285}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.17646, ""C"": 9.565043}","{""Ra"": 0.1603668, ""Rb"": -0.0801082, ""Rc"": -0.0801082, ""Rload"": 0.240475}",True
delta_loaded_network,delta_loaded_network__normal_10,normal,,"{""Ra"": 29.751962, ""Rb"": 30.135025, ""Rc"": 30.283257, ""Rload"": 29.557681}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.166528, ""C"": 9.577335}","{""Ra"": 0.1624589, ""Rb"": -0.0800002, ""Rc"": -0.0800002, ""Rload"": 0.2424591}",True
delta_loaded_network,delta_loaded_network__normal_11,normal,,"{""Ra"": 30.348831, ""Rb"": 29.740625, ""Rc"": 30.262044, ""Rload"": 29.9794}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.175805, ""C"": 9.566942}","{""Ra"": 0.1589582, ""Rb"": -0.0803997, ""Rc"": -0.0803997, ""Rload"": 0.2393579}",True
delta_loaded_network,delta_loaded_network__normal_12,normal,,"{""Ra"": 29.987331, ""Rb"": 29.964191, ""Rc"": 29.533687, ""Rload"": 29.421518}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.152746, ""C"": 9.593909}","{""Ra"": 0.1616434, ""Rb"": -0.0814694, ""Rc"": -0.0814694, ""Rload"": 0.2431127}",True
delta_loaded_network,delta_loaded_network__normal_13,normal,,"{""Ra"": 30.396173, ""Rb"": 29.50443, ""Rc"": 30.305751, ""Rload"": 29.886222}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.166957, ""C"": 9.551103}","{""Ra"": 0.1590017, ""Rb"": -0.0808064, ""Rc"": -0.0808064, ""Rload"": 0.2398081}",True
delta_loaded_network,delta_loaded_network__normal_14,normal,,"{""Ra"": 29.492619, ""Rb"": 29.616805, ""Rc"": 30.197952, ""Rload"": 29.404961}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.178066, ""C"": 9.565609}","{""Ra"": 0.1634963, ""Rb"": -0.0806144, ""Rc"": -0.0806144, ""Rload"": 0.2441107}",True
delta_loaded_network,delta_loaded_network__normal_15,normal,,"{""Ra"": 30.352292, ""Rb"": 30.002813, ""Rc"": 30.52276, ""Rload"": 29.892584}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.158826, ""C"": 9.558619}","{""Ra"": 0.1594994, ""Rb"": -0.0799856, ""Rc"": -0.0799856, ""Rload"": 0.239485}",True
delta_loaded_network,delta_loaded_network__normal_16,normal,,"{""Ra"": 29.956889, ""Rb"": 29.604333, ""Rc"": 29.893834, ""Rload"": 30.445017}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.253148, ""C"": 9.615025}","{""Ra"": 0.1584561, ""Rb"": -0.0797815, ""Rc"": -0.0797815, ""Rload"": 0.2382376}",True
delta_loaded_network,delta_loaded_network__normal_17,normal,,"{""Ra"": 29.781471, ""Rb"": 30.597767, ""Rc"": 29.738658, ""Rload"": 30.185637}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.226464, ""C"": 9.647216}","{""Ra"": 0.1602854, ""Rb"": -0.0791153, ""Rc"": -0.0791153, ""Rload"": 0.2394008}",True
delta_loaded_network,delta_loaded_network__normal_18,normal,,"{""Ra"": 29.666437, ""Rb"": 29.858968, ""Rc"": 29.44083, ""Rload"": 29.848213}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.218117, ""C"": 9.625918}","{""Ra"": 0.1611883, ""Rb"": -0.0806391, ""Rc"": -0.0806391, ""Rload"": 0.2418274}",True
delta_loaded_network,delta_loaded_network__normal_19,normal,,"{""Ra"": 29.89784, ""Rb"": 29.625251, ""Rc"": 29.786737, ""Rload"": 30.344983}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.248862, ""C"": 9.617974}","{""Ra"": 0.1589124, ""Rb"": -0.0799693, ""Rc"": -0.0799693, ""Rload"": 0.2388817}",True
delta_loaded_network,delta_loaded_network__normal_20,normal,,"{""Ra"": 29.928969, ""Rb"": 30.115709, ""Rc"": 30.219864, ""Rload"": 30.348456}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.232439, ""C"": 9.612105}","{""Ra"": 0.1592959, ""Rb"": -0.0790174, ""Rc"": -0.0790174, ""Rload"": 0.2383133}",True
delta_loaded_network,delta_loaded_network__partial_short_1,partial_short,Rc,"{""Ra"": 29.868164, ""Rb"": 29.482135, ""Rc"": 2.183491, ""Rload"": 30.292988}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.960787, ""C"": 11.72148}","{""Ra"": 0.1352347, ""Rb"": -0.127558, ""Rc"": -0.127558, ""Rload"": 0.262793}",True
delta_loaded_network,delta_loaded_network__partial_short_2,partial_short,Ra,"{""Ra"": 0.370716, ""Rb"": 29.407093, ""Rc"": 29.886514, ""Rload"": 30.027615}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 11.85455, ""C"": 11.92669}","{""Ra"": 0.3923355, ""Rb"": -0.00245296, ""Rc"": -0.00245296, ""Rload"": 0.3947884}",True
delta_loaded_network,delta_loaded_network__partial_short_3,partial_short,Rload,"{""Ra"": 29.973897, ""Rb"": 30.225474, ""Rc"": 30.203107, ""Rload"": 3.465487}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 1.769518, ""C"": 6.886653}","{""Ra"": 0.341313, ""Rb"": -0.169299, ""Rc"": -0.169299, ""Rload"": 0.5106118}",True
delta_loaded_network,delta_loaded_network__partial_short_4,partial_short,Rc,"{""Ra"": 30.103812, ""Rb"": 29.419277, ""Rc"": 2.837474, ""Rload"": 30.390197}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.934474, ""C"": 11.64237}","{""Ra"": 0.1350502, ""Rb"": -0.126036, ""Rc"": -0.126036, ""Rload"": 0.2610866}",True
delta_loaded_network,delta_loaded_network__partial_short_5,partial_short,Rload,"{""Ra"": 30.13093, ""Rb"": 29.761973, ""Rc"": 29.757341, ""Rload"": 1.815813}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 0.998618, ""C"": 6.499737}","{""Ra"": 0.3651192, ""Rb"": -0.184837, ""Rc"": -0.184837, ""Rload"": 0.5499564}",True
delta_loaded_network,delta_loaded_network__partial_short_6,partial_short,Rload,"{""Ra"": 30.439089, ""Rb"": 30.416011, ""Rc"": 30.575069, ""Rload"": 1.701668}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 0.9278905, ""C"": 6.449508}","{""Ra"": 0.3637464, ""Rb"": -0.181537, ""Rc"": -0.181537, ""Rload"": 0.545283}",True
delta_loaded_network,delta_loaded_network__partial_short_7,partial_short,Ra,"{""Ra"": 4.431021, ""Rb"": 29.769818, ""Rc"": 30.32444, ""Rload"": 29.540075}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 10.52909, ""C"": 11.25776}","{""Ra"": 0.3319574, ""Rb"": -0.0244767, ""Rc"": -0.0244767, ""Rload"": 0.3564341}",True
delta_loaded_network,delta_loaded_network__partial_short_8,partial_short,Rload,"{""Ra"": 29.809339, ""Rb"": 29.908096, ""Rc"": 30.4663, ""Rload"": 1.893391}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 1.03987, ""C"": 6.469268}","{""Ra"": 0.3676744, ""Rb"": -0.181536, ""Rc"": -0.181536, ""Rload"": 0.5492104}",True
delta_loaded_network,delta_loaded_network__partial_short_9,partial_short,Rc,"{""Ra"": 30.329812, ""Rb"": 30.052847, ""Rc"": 0.564437, ""Rload"": 30.390419}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.992772, ""C"": 11.92613}","{""Ra"": 0.1321218, ""Rb"": -0.130881, ""Rc"": -0.130881, ""Rload"": 0.263003}",True
delta_loaded_network,delta_loaded_network__partial_short_10,partial_short,Rload,"{""Ra"": 30.377483, ""Rb"": 30.561614, ""Rc"": 29.904202, ""Rload"": 1.010167}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 0.5709956, ""C"": 6.347628}","{""Ra"": 0.3762328, ""Rb"": -0.189016, ""Rc"": -0.189016, ""Rload"": 0.5652487}",True
delta_loaded_network,delta_loaded_network__partial_short_11,partial_short,Rload,"{""Ra"": 29.965779, ""Rb"": 29.956019, ""Rc"": 30.466082, ""Rload"": 4.171854}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 2.06841, ""C"": 6.992286}","{""Ra"": 0.3314311, ""Rb"": -0.16437, ""Rc"": -0.16437, ""Rload"": 0.4958012}",True
delta_loaded_network,delta_loaded_network__partial_short_12,partial_short,Rload,"{""Ra"": 30.177091, ""Rb"": 30.571773, ""Rc"": 29.860551, ""Rload"": 1.533717}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 0.849687, ""C"": 6.490457}","{""Ra"": 0.369496, ""Rb"": -0.184509, ""Rc"": -0.184509, ""Rload"": 0.554005}",True
delta_loaded_network,delta_loaded_network__partial_short_13,partial_short,Ra,"{""Ra"": 1.310301, ""Rb"": 29.996601, ""Rc"": 29.993759, ""Rload"": 30.416284}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 11.51457, ""C"": 11.7573}","{""Ra"": 0.370474, ""Rb"": -0.00809184, ""Rc"": -0.00809184, ""Rload"": 0.3785659}",True
delta_loaded_network,delta_loaded_network__partial_short_14,partial_short,Rb,"{""Ra"": 29.822575, ""Rb"": 2.563078, ""Rc"": 30.039971, ""Rload"": 29.528489}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.856119, ""C"": 8.181889}","{""Ra"": 0.1389512, ""Rb"": -0.127101, ""Rc"": -0.127101, ""Rload"": 0.2660522}",True
delta_loaded_network,delta_loaded_network__partial_short_15,partial_short,Rload,"{""Ra"": 29.913038, ""Rb"": 30.574553, ""Rc"": 29.40869, ""Rload"": 1.188867}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 0.6745879, ""C"": 6.447357}","{""Ra"": 0.3786112, ""Rb"": -0.18881, ""Rc"": -0.18881, ""Rload"": 0.5674208}",True
delta_loaded_network,delta_loaded_network__partial_short_16,partial_short,Ra,"{""Ra"": 1.646381, ""Rb"": 29.588037, ""Rc"": 30.566493, ""Rload"": 30.192225}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 11.39518, ""C"": 11.69267}","{""Ra"": 0.3673663, ""Rb"": -0.0100545, ""Rc"": -0.0100545, ""Rload"": 0.3774208}",True
delta_loaded_network,delta_loaded_network__partial_short_17,partial_short,Rc,"{""Ra"": 29.661177, ""Rb"": 29.918748, ""Rc"": 2.052355, ""Rload"": 30.387416}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.966318, ""C"": 11.74106}","{""Ra"": 0.135992, ""Rb"": -0.126166, ""Rc"": -0.126166, ""Rload"": 0.2621585}",True
delta_loaded_network,delta_loaded_network__partial_short_18,partial_short,Rb,"{""Ra"": 30.238891, ""Rb"": 2.354611, ""Rc"": 29.924449, ""Rload"": 30.218566}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.912102, ""C"": 8.210296}","{""Ra"": 0.1351868, ""Rb"": -0.126642, ""Rc"": -0.126642, ""Rload"": 0.2618292}",True
delta_loaded_network,delta_loaded_network__partial_short_19,partial_short,Rc,"{""Ra"": 29.864233, ""Rb"": 30.496215, ""Rc"": 3.949232, ""Rload"": 29.709617}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 7.800282, ""C"": 11.51849}","{""Ra"": 0.140627, ""Rb"": -0.121924, ""Rc"": -0.121924, ""Rload"": 0.2625508}",True
delta_loaded_network,delta_loaded_network__partial_short_20,partial_short,Rload,"{""Ra"": 29.556441, ""Rb"": 29.530448, ""Rc"": 30.49387, ""Rload"": 3.100934}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 1.624556, ""C"": 6.729012}","{""Ra"": 0.3510384, ""Rb"": -0.172854, ""Rc"": -0.172854, ""Rload"": 0.5238924}",True
delta_loaded_network,delta_loaded_network__partial_open_1,partial_open,Rc,"{""Ra"": 30.483148, ""Rb"": 29.884718, ""Rc"": 759.361945, ""Rload"": 29.690366}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 6.034633, ""C"": 6.260511}","{""Ra"": 0.1956939, ""Rb"": -0.0075583, ""Rc"": -0.0075583, ""Rload"": 0.2032522}",True
delta_loaded_network,delta_loaded_network__partial_open_2,partial_open,Rc,"{""Ra"": 29.789678, ""Rb"": 30.59863, ""Rc"": 1394.379915, ""Rload"": 30.189179}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 6.102024, ""C"": 6.228672}","{""Ra"": 0.1979872, ""Rb"": -0.00413899, ""Rc"": -0.00413899, ""Rload"": 0.2021262}",True
delta_loaded_network,delta_loaded_network__partial_open_3,partial_open,Ra,"{""Ra"": 1428.53986, ""Rb"": 29.710856, ""Rc"": 29.930299, ""Rload"": 29.624648}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 4.09201, ""C"": 8.031457}","{""Ra"": 0.005535715, ""Rb"": -0.132593, ""Rc"": -0.132593, ""Rload"": 0.1381286}",True
delta_loaded_network,delta_loaded_network__partial_open_4,partial_open,Rload,"{""Ra"": 29.797463, ""Rb"": 29.584402, ""Rc"": 30.517469, ""Rload"": 860.583965}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 11.72851, ""C"": 11.86215}","{""Ra"": 0.009111313, ""Rb"": -0.00451723, ""Rc"": -0.00451723, ""Rload"": 0.01362854}",True
delta_loaded_network,delta_loaded_network__partial_open_5,partial_open,Rload,"{""Ra"": 29.73577, ""Rb"": 29.724104, ""Rc"": 29.443512, ""Rload"": 1280.889669}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 11.81742, ""C"": 11.90914}","{""Ra"": 0.006140117, ""Rb"": -0.00308583, ""Rc"": -0.00308583, ""Rload"": 0.009225946}",True
delta_loaded_network,delta_loaded_network__partial_open_6,partial_open,Ra,"{""Ra"": 663.277805, ""Rb"": 30.547841, ""Rc"": 30.56438, ""Rload"": 29.854214}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 4.17489, ""C"": 8.086386}","{""Ra"": 0.01179764, ""Rb"": -0.128045, ""Rc"": -0.128045, ""Rload"": 0.1398426}",True
delta_loaded_network,delta_loaded_network__partial_open_7,partial_open,Rb,"{""Ra"": 29.68956, ""Rb"": 849.266472, ""Rc"": 29.822095, ""Rload"": 30.519837}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 6.182334, ""C"": 11.80264}","{""Ra"": 0.1959499, ""Rb"": -0.00661784, ""Rc"": -0.00661784, ""Rload"": 0.2025677}",True
delta_loaded_network,delta_loaded_network__partial_open_8,partial_open,Ra,"{""Ra"": 363.944424, ""Rb"": 29.40731, ""Rc"": 30.3429, ""Rload"": 29.942355}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 4.421359, ""C"": 8.151345}","{""Ra"": 0.02082362, ""Rb"": -0.126839, ""Rc"": -0.126839, ""Rload"": 0.1476624}",True
delta_loaded_network,delta_loaded_network__partial_open_9,partial_open,Rb,"{""Ra"": 29.873934, ""Rb"": 268.425697, ""Rc"": 29.635889, ""Rload"": 29.618023}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 6.260577, ""C"": 11.42934}","{""Ra"": 0.1921214, ""Rb"": -0.0192558, ""Rc"": -0.0192558, ""Rload"": 0.2113773}",True
delta_loaded_network,delta_loaded_network__partial_open_10,partial_open,Ra,"{""Ra"": 1430.202514, ""Rb"": 30.285798, ""Rc"": 29.782524, ""Rload"": 30.366431}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 4.140238, ""C"": 8.103045}","{""Ra"": 0.005495559, ""Rb"": -0.130847, ""Rc"": -0.130847, ""Rload"": 0.1363426}",True
delta_loaded_network,delta_loaded_network__partial_open_11,partial_open,Ra,"{""Ra"": 389.275125, ""Rb"": 29.836465, ""Rc"": 29.941692, ""Rload"": 30.250769}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 4.423099, ""C"": 8.204881}","{""Ra"": 0.01946413, ""Rb"": -0.12675, ""Rc"": -0.12675, ""Rload"": 0.1462144}",True
delta_loaded_network,delta_loaded_network__partial_open_12,partial_open,Rb,"{""Ra"": 29.952885, ""Rb"": 1496.77418, ""Rc"": 29.661822, ""Rload"": 30.45802}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 6.108457, ""C"": 11.88552}","{""Ra"": 0.1966937, ""Rb"": -0.00385967, ""Rc"": -0.00385967, ""Rload"": 0.2005533}",True
delta_loaded_network,delta_loaded_network__partial_open_13,partial_open,Rb,"{""Ra"": 29.505008, ""Rb"": 928.480197, ""Rc"": 29.534643, ""Rload"": 29.605527}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 6.101194, ""C"": 11.81815}","{""Ra"": 0.1999256, ""Rb"": -0.00615732, ""Rc"": -0.00615732, ""Rload"": 0.2060829}",True
delta_loaded_network,delta_loaded_network__partial_open_14,partial_open,Ra,"{""Ra"": 954.776748, ""Rb"": 30.166511, ""Rc"": 29.827854, ""Rload"": 29.831308}","{""Ra"": 30, ""Rb"": 30, ""Rc"": 30, ""Rload"": 30}","{""A"": 12.0, ""B"": 4.14906, ""C"": 8.096689}","{""Ra"": 0.008222802, ""Rb"": -0.130861, ""Rc"": -0.130861, ""Rload"": 0.1390841}",True
