circuit_id,sample_id,fault_type,faulted_components,component_values,design_values,node_voltages,branch_currents,success
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_1,normal,,"{""R1"": 999.442013, ""R2"": 2005.890858, ""R3"": 2948.38721, ""R4"": 1525.255436}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.312202, ""b"": 4.101867, ""in"": 10.0}","{""R1"": 0.002689298, ""R2"": 0.001600454, ""R3"": 0.001088845, ""R4"": 0.002689298}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_2,normal,,"{""R1"": 997.204855, ""R2"": 1988.999092, ""R3"": 2945.798221, ""R4"": 1521.178451}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.309001, ""b"": 4.104964, ""in"": 10.0}","{""R1"": 0.002698542, ""R2"": 0.001610879, ""R3"": 0.001087663, ""R4"": 0.002698542}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_3,normal,,"{""R1"": 993.883428, ""R2"": 1980.628141, ""R3"": 3052.454549, ""R4"": 1473.786733}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.291042, ""b"": 4.016996, ""in"": 10.0}","{""R1"": 0.002725629, ""R2"": 0.001653034, ""R3"": 0.001072595, ""R4"": 0.002725629}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_4,normal,,"{""R1"": 1008.045336, ""R2"": 1970.481772, ""R3"": 3009.015769, ""R4"": 1508.291992}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.280743, ""b"": 4.068699, ""in"": 10.0}","{""R1"": 0.002697554, ""R2"": 0.001630081, ""R3"": 0.001067473, ""R4"": 0.002697554}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_5,normal,,"{""R1"": 1008.886127, ""R2"": 2036.728518, ""R3"": 2960.380403, ""R4"": 1487.953268}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.27581, ""b"": 4.017765, ""in"": 10.0}","{""R1"": 0.002700196, ""R2"": 0.001599646, ""R3"": 0.001100549, ""R4"": 0.002700196}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_6,normal,,"{""R1"": 1016.399789, ""R2"": 2006.919981, ""R3"": 3031.906344, ""R4"": 1483.164885}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.258269, ""b"": 4.000827, ""in"": 10.0}","{""R1"": 0.002697493, ""R2"": 0.001623105, ""R3"": 0.001074388, ""R4"": 0.002697493}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_7,normal,,"{""R1"": 986.392658, ""R2"": 1971.458286, ""R3"": 3022.337985, ""R4"": 1482.505999}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.306455, ""b"": 4.048282, ""in"": 10.0}","{""R1"": 0.002730702, ""R2"": 0.001652672, ""R3"": 0.001078031, ""R4"": 0.002730702}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_8,normal,,"{""R1"": 1017.076941, ""R2"": 1979.521802, ""R3"": 2966.301521, ""R4"": 1482.902911}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.241613, ""b"": 4.021742, ""in"": 10.0}","{""R1"": 0.002712074, ""R2"": 0.00162659, ""R3"": 0.001085483, ""R4"": 0.002712074}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_9,normal,,"{""R1"": 995.564736, ""R2"": 2011.172836, ""R3"": 3053.344529, ""R4"": 1523.686875}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.332189, ""b"": 4.083018, ""in"": 10.0}","{""R1"": 0.002679696, ""R2"": 0.001615561, ""R3"": 0.001064135, ""R4"": 0.002679696}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_10,normal,,"{""R1"": 993.257625, ""R2"": 1994.582653, ""R3"": 3008.101818, ""R4"": 1470.857107}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.288739, ""b"": 4.014948, ""in"": 10.0}","{""R1"": 0.002729666, ""R2"": 0.001641341, ""R3"": 0.001088324, ""R4"": 0.002729666}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_11,normal,,"{""R1"": 1017.586387, ""R2"": 2017.218813, ""R3"": 3016.34257, ""R4"": 1500.119549}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.269336, ""b"": 4.025528, ""in"": 10.0}","{""R1"": 0.002683471, ""R2"": 0.00160806, ""R3"": 0.001075411, ""R4"": 0.002683471}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_12,normal,,"{""R1"": 1011.923757, ""R2"": 2009.432221, ""R3"": 3046.786968, ""R4"": 1482.952387}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.269295, ""b"": 4.001789, ""in"": 10.0}","{""R1"": 0.002698528, ""R2"": 0.001626085, ""R3"": 0.001072443, ""R4"": 0.002698528}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_13,normal,,"{""R1"": 1016.252208, ""R2"": 1974.174835, ""R3"": 2941.256801, ""R4"": 1478.505843}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.235477, ""b"": 4.021997, ""in"": 10.0}","{""R1"": 0.002720312, ""R2"": 0.001627759, ""R3"": 0.001092553, ""R4"": 0.002720312}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_14,normal,,"{""R1"": 1000.860135, ""R2"": 1997.078328, ""R3"": 3059.892803, ""R4"": 1472.09123}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.28127, ""b"": 3.998779, ""in"": 10.0}","{""R1"": 0.002716394, ""R2"": 0.001643647, ""R3"": 0.001072747, ""R4"": 0.002716394}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_15,normal,,"{""R1"": 990.099423, ""R2"": 1985.086205, ""R3"": 3044.792868, ""R4"": 1514.965559}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.328906, ""b"": 4.087079, ""in"": 10.0}","{""R1"": 0.002697803, ""R2"": 0.001633091, ""R3"": 0.001064712, ""R4"": 0.002697803}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_16,normal,,"{""R1"": 994.173453, ""R2"": 2023.241727, ""R3"": 3016.746244, ""R4"": 1484.216141}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.305344, ""b"": 4.022892, ""in"": 10.0}","{""R1"": 0.002710449, ""R2"": 0.001622372, ""R3"": 0.001088077, ""R4"": 0.002710449}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_17,normal,,"{""R1"": 1013.652104, ""R2"": 1969.709502, ""R3"": 3023.618173, ""R4"": 1476.390268}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.247578, ""b"": 4.008919, ""in"": 10.0}","{""R1"": 0.002715352, ""R2"": 0.001644232, ""R3"": 0.00107112, ""R4"": 0.002715352}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_18,normal,,"{""R1"": 999.957551, ""R2"": 1994.993062, ""R3"": 3007.817784, ""R4"": 1498.345448}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.295763, ""b"": 4.052053, ""in"": 10.0}","{""R1"": 0.002704352, ""R2"": 0.001625925, ""R3"": 0.001078426, ""R4"": 0.002704352}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_19,normal,,"{""R1"": 1005.429704, ""R2"": 1970.056554, ""R3"": 3044.800176, ""R4"": 1500.456353}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.284103, ""b"": 4.053077, ""in"": 10.0}","{""R1"": 0.00270123, ""R2"": 0.001640068, ""R3"": 0.001061162, ""R4"": 0.00270123}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__normal_20,normal,,"{""R1"": 981.361681, ""R2"": 1970.141643, ""R3"": 3037.804507, ""R4"": 1509.909856}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.337852, ""b"": 4.095944, ""in"": 10.0}","{""R1"": 0.002712708, ""R2"": 0.00164552, ""R3"": 0.001067188, ""R4"": 0.002712708}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_1,partial_short,R3,"{""R1"": 1001.403756, ""R2"": 1999.617996, ""R3"": 386.042596, ""R4"": 1498.610858}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.453436, ""b"": 5.307469, ""in"": 10.0}","{""R1"": 0.003541592, ""R2"": 0.0005730931, ""R3"": 0.002968499, ""R4"": 0.003541592}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_2,partial_short,R3,"{""R1"": 996.723751, ""R2"": 2010.75479, ""R3"": 217.093098, ""R4"": 1507.557676}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.308731, ""b"": 5.583092, ""in"": 10.0}","{""R1"": 0.003703402, ""R2"": 0.0003608788, ""R3"": 0.003342523, ""R4"": 0.003703402}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_3,partial_short,R1,"{""R1"": 79.841217, ""R2"": 1991.257212, ""R3"": 3038.837969, ""R4"": 1486.303524}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 9.711674, ""b"": 5.367411, ""in"": 10.0}","{""R1"": 0.003611248, ""R2"": 0.002181668, ""R3"": 0.00142958, ""R4"": 0.003611248}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_4,partial_short,R2,"{""R1"": 982.8726, ""R2"": 158.49315, ""R3"": 3010.757932, ""R4"": 1513.643838}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.28696, ""b"": 5.718157, ""in"": 10.0}","{""R1"": 0.003777743, ""R2"": 0.003588819, ""R3"": 0.0001889236, ""R4"": 0.003777743}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_5,partial_short,R2,"{""R1"": 1014.303684, ""R2"": 152.436249, ""R3"": 2950.772459, ""R4"": 1520.292707}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.214642, ""b"": 5.673698, ""in"": 10.0}","{""R1"": 0.003731977, ""R2"": 0.003548655, ""R3"": 0.0001833227, ""R4"": 0.003731977}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_6,partial_short,R2,"{""R1"": 982.05613, ""R2"": 159.591133, ""R3"": 2950.627894, ""R4"": 1507.636175}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.281632, ""b"": 5.708376, ""in"": 10.0}","{""R1"": 0.003786309, ""R2"": 0.003592026, ""R3"": 0.0001942826, ""R4"": 0.003786309}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_7,partial_short,R4,"{""R1"": 1014.53741, ""R2"": 1963.593576, ""R3"": 3036.982864, ""R4"": 17.254433}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 5.438917, ""b"": 0.07757122, ""in"": 10.0}","{""R1"": 0.004495727, ""R2"": 0.002730374, ""R3"": 0.001765353, ""R4"": 0.004495727}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_8,partial_short,R1,"{""R1"": 91.867017, ""R2"": 2000.223131, ""R3"": 3037.357566, ""R4"": 1514.653081}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 9.673366, ""b"": 5.385368, ""in"": 10.0}","{""R1"": 0.003555512, ""R2"": 0.00214376, ""R3"": 0.001411753, ""R4"": 0.003555512}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_9,partial_short,R1,"{""R1"": 48.314446, ""R2"": 1988.4651, ""R3"": 2988.690922, ""R4"": 1526.735732}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 9.825522, ""b"": 5.513499, ""in"": 10.0}","{""R1"": 0.003611299, ""R2"": 0.002168519, ""R3"": 0.00144278, ""R4"": 0.003611299}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_10,partial_short,R3,"{""R1"": 997.555361, ""R2"": 2002.462145, ""R3"": 59.581145, ""R4"": 1488.536568}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.078717, ""b"": 5.851277, ""in"": 10.0}","{""R1"": 0.003930893, ""R2"": 0.0001135801, ""R3"": 0.003817312, ""R4"": 0.003930893}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_11,partial_short,R4,"{""R1"": 997.47883, ""R2"": 1969.138401, ""R3"": 3037.07999, ""R4"": 162.401903}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 5.763488, ""b"": 0.6897566, ""in"": 10.0}","{""R1"": 0.00424722, ""R2"": 0.002576625, ""R3"": 0.001670595, ""R4"": 0.00424722}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_12,partial_short,R1,"{""R1"": 80.87746, ""R2"": 2001.79816, ""R3"": 2958.977819, ""R4"": 1517.173204}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 9.710332, ""b"": 5.43386, ""in"": 10.0}","{""R1"": 0.003581568, ""R2"": 0.002136315, ""R3"": 0.001445253, ""R4"": 0.003581568}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_13,partial_short,R4,"{""R1"": 1003.995398, ""R2"": 2014.697065, ""R3"": 3050.618225, ""R4"": 34.410181}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 5.541305, ""b"": 0.1528139, ""in"": 10.0}","{""R1"": 0.004440952, ""R2"": 0.002674591, ""R3"": 0.00176636, ""R4"": 0.004440952}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_14,partial_short,R4,"{""R1"": 997.873755, ""R2"": 2001.245746, ""R3"": 3001.988336, ""R4"": 121.148737}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 5.698429, ""b"": 0.5222403, ""in"": 10.0}","{""R1"": 0.004310737, ""R2"": 0.002586483, ""R3"": 0.001724253, ""R4"": 0.004310737}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_15,partial_short,R3,"{""R1"": 1014.470296, ""R2"": 2035.839998, ""R3"": 425.160972, ""R4"": 1516.424383}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.480717, ""b"": 5.260604, ""in"": 10.0}","{""R1"": 0.003469084, ""R2"": 0.0005993168, ""R3"": 0.002869767, ""R4"": 0.003469084}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_16,partial_short,R4,"{""R1"": 983.610053, ""R2"": 1989.039544, ""R3"": 2998.012414, ""R4"": 111.976692}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 5.707227, ""b"": 0.4887003, ""in"": 10.0}","{""R1"": 0.004364304, ""R2"": 0.002623642, ""R3"": 0.001740662, ""R4"": 0.004364304}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_17,partial_short,R2,"{""R1"": 996.975109, ""R2"": 73.263702, ""R3"": 3005.915482, ""R4"": 1486.834732}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.098449, ""b"": 5.818562, ""in"": 10.0}","{""R1"": 0.003913388, ""R2"": 0.003820276, ""R3"": 9.311225e-05, ""R4"": 0.003913388}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_18,partial_short,R2,"{""R1"": 986.963337, ""R2"": 104.85391, ""R3"": 2958.161685, ""R4"": 1508.552255}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 6.19928, ""b"": 5.809318, ""in"": 10.0}","{""R1"": 0.003850923, ""R2"": 0.003719097, ""R3"": 0.0001318257, ""R4"": 0.003850923}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_19,partial_short,R4,"{""R1"": 980.279463, ""R2"": 1967.792789, ""R3"": 3027.799609, ""R4"": 206.592607}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 5.880382, ""b"": 0.868204, ""in"": 10.0}","{""R1"": 0.004202493, ""R2"": 0.002547107, ""R3"": 0.001655386, ""R4"": 0.004202493}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_short_20,partial_short,R1,"{""R1"": 81.506137, ""R2"": 2017.943762, ""R3"": 2949.456722, ""R4"": 1513.837682}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 9.708232, ""b"": 5.419098, ""in"": 10.0}","{""R1"": 0.003579709, ""R2"": 0.002125497, ""R3"": 0.001454211, ""R4"": 0.003579709}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_1,partial_open,R2,"{""R1"": 1013.365278, ""R2"": 51067.333837, ""R3"": 3048.220904, ""R4"": 1471.472141}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.109872, ""b"": 2.744588, ""in"": 10.0}","{""R1"": 0.001865199, ""R2"": 0.0001050629, ""R3"": 0.001760136, ""R4"": 0.001865199}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_2,partial_open,R1,"{""R1"": 6831.781327, ""R2"": 1985.505064, ""R3"": 2997.358037, ""R4"": 1514.022268}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 2.838917, ""b"": 1.587, ""in"": 10.0}","{""R1"": 0.001048201, ""R2"": 0.0006305281, ""R3"": 0.0004176734, ""R4"": 0.001048201}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_3,partial_open,R2,"{""R1"": 992.210303, ""R2"": 89569.162181, ""R3"": 2955.023573, ""R4"": 1478.564358}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.138938, ""b"": 2.773303, ""in"": 10.0}","{""R1"": 0.001875672, ""R2"": 5.990495e-05, ""R3"": 0.001815768, ""R4"": 0.001875672}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_4,partial_open,R2,"{""R1"": 1004.89958, ""R2"": 96011.307419, ""R3"": 3023.942732, ""R4"": 1520.992499}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.158682, ""b"": 2.786976, ""in"": 10.0}","{""R1"": 0.00183234, ""R2"": 5.594868e-05, ""R3"": 0.001776392, ""R4"": 0.00183234}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_5,partial_open,R2,"{""R1"": 988.80062, ""R2"": 99078.789568, ""R3"": 2996.499306, ""R4"": 1516.486681}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.173563, ""b"": 2.801139, ""in"": 10.0}","{""R1"": 0.001847124, ""R2"": 5.422375e-05, ""R3"": 0.0017929, ""R4"": 0.001847124}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_6,partial_open,R3,"{""R1"": 1012.751744, ""R2"": 2017.786016, ""R3"": 135674.506226, ""R4"": 1523.941428}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.76183, ""b"": 3.367893, ""in"": 10.0}","{""R1"": 0.002209989, ""R2"": 0.002177603, ""R3"": 3.238587e-05, ""R4"": 0.002209989}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_7,partial_open,R3,"{""R1"": 992.241301, ""R2"": 2014.13691, ""R3"": 86896.792227, ""R4"": 1520.829363}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.785957, ""b"": 3.393511, ""in"": 10.0}","{""R1"": 0.002231356, ""R2"": 0.002180808, ""R3"": 5.054784e-05, ""R4"": 0.002231356}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_8,partial_open,R3,"{""R1"": 1015.6905, ""R2"": 1972.323334, ""R3"": 97269.259445, ""R4"": 1484.043347}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.708724, ""b"": 3.347824, ""in"": 10.0}","{""R1"": 0.00225588, ""R2"": 0.002211047, ""R3"": 4.483328e-05, ""R4"": 0.00225588}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_9,partial_open,R3,"{""R1"": 1018.285574, ""R2"": 1986.130547, ""R3"": 23900.687015, ""R4"": 1514.099598}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.667763, ""b"": 3.467828, ""in"": 10.0}","{""R1"": 0.002290356, ""R2"": 0.002114632, ""R3"": 0.0001757245, ""R4"": 0.002290356}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_10,partial_open,R2,"{""R1"": 1002.087495, ""R2"": 11346.101861, ""R3"": 2960.810691, ""R4"": 1527.218388}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.945438, ""b"": 3.131228, ""in"": 10.0}","{""R1"": 0.002050282, ""R2"": 0.0004243052, ""R3"": 0.001625977, ""R4"": 0.002050282}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_11,partial_open,R2,"{""R1"": 985.166328, ""R2"": 84445.769895, ""R3"": 2952.559955, ""R4"": 1476.46062}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.146247, ""b"": 2.778205, ""in"": 10.0}","{""R1"": 0.001881665, ""R2"": 6.356792e-05, ""R3"": 0.001818097, ""R4"": 0.001881665}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_12,partial_open,R2,"{""R1"": 993.537192, ""R2"": 81339.188142, ""R3"": 3032.021056, ""R4"": 1503.856069}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.167059, ""b"": 2.77441, ""in"": 10.0}","{""R1"": 0.001844864, ""R2"": 6.629829e-05, ""R3"": 0.001778566, ""R4"": 0.001844864}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_13,partial_open,R3,"{""R1"": 987.822717, ""R2"": 1984.939091, ""R3"": 75957.954209, ""R4"": 1505.113431}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.768805, ""b"": 3.3996, ""in"": 10.0}","{""R1"": 0.0022587, ""R2"": 0.002201179, ""R3"": 5.752137e-05, ""R4"": 0.0022587}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_14,partial_open,R2,"{""R1"": 994.331655, ""R2"": 47319.441187, ""R3"": 2942.610694, ""R4"": 1489.200828}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.107429, ""b"": 2.834485, ""in"": 10.0}","{""R1"": 0.00190336, ""R2"": 0.0001114329, ""R3"": 0.001791927, ""R4"": 0.00190336}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_15,partial_open,R2,"{""R1"": 1004.664141, ""R2"": 60220.801605, ""R3"": 2967.225398, ""R4"": 1509.439345}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.119308, ""b"": 2.825611, ""in"": 10.0}","{""R1"": 0.001871961, ""R2"": 8.790478e-05, ""R3"": 0.001784056, ""R4"": 0.001871961}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_16,partial_open,R3,"{""R1"": 986.701696, ""R2"": 1960.698749, ""R3"": 25484.433385, ""R4"": 1498.670113}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.708541, ""b"": 3.480425, ""in"": 10.0}","{""R1"": 0.002322343, ""R2"": 0.002156433, ""R3"": 0.0001659097, ""R4"": 0.002322343}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_17,partial_open,R2,"{""R1"": 1010.564175, ""R2"": 52767.326359, ""R3"": 3012.815331, ""R4"": 1503.681823}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 8.116142, ""b"": 2.803111, ""in"": 10.0}","{""R1"": 0.001864165, ""R2"": 0.0001006879, ""R3"": 0.001763477, ""R4"": 0.001864165}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_18,partial_open,R3,"{""R1"": 985.072469, ""R2"": 2029.445761, ""R3"": 68895.32672, ""R4"": 1520.169047}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.799516, ""b"": 3.395799, ""in"": 10.0}","{""R1"": 0.00223383, ""R2"": 0.002169911, ""R3"": 6.391894e-05, ""R4"": 0.00223383}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_19,partial_open,R3,"{""R1"": 1001.447292, ""R2"": 1978.862455, ""R3"": 79559.941324, ""R4"": 1494.889804}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.737954, ""b"": 3.376623, ""in"": 10.0}","{""R1"": 0.002258777, ""R2"": 0.002203959, ""R3"": 5.481818e-05, ""R4"": 0.002258777}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__partial_open_20,partial_open,R3,"{""R1"": 983.835999, ""R2"": 1997.242178, ""R3"": 35223.558417, ""R4"": 1490.944314}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 7.746004, ""b"": 3.415796, ""in"": 10.0}","{""R1"": 0.002291028, ""R2"": 0.002168094, ""R3"": 0.000122935, ""R4"": 0.002291028}",True
series_parallel_R1R2R3R4,series_parallel_R1R2R3R4__wrong_component_type_1,wrong_component_type,R4,"{""R1"": 1012.108156, ""R2"": 1981.563457, ""R3"": 3050.554428, ""R4"": 2.3e-06}","{""R1"": 1000, ""R2"": 2000, ""R3"": 3000, ""R4"": 1500}","{""a"": 10.0, ""b"": 10.0, ""in"": 10.0}","{""R1"": 0.0, ""R2"": 8.964421e-19, ""R3"": 5.823062e-19}",True
